-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2024 through 10/04/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
LAT,LON,YEAR,DOY,RH2M
-17.5,-63.125,2024,281,39.27
-17.5,-62.5,2024,281,35.96
-17.0,-63.75,2024,281,35.94
-17.0,-63.125,2024,281,35.77
-17.0,-62.5,2024,281,35.44
-16.5,-63.75,2024,281,36.98
-16.5,-63.125,2024,281,35.0
-16.5,-62.5,2024,281,38.57
-18.5,-63.75,2024,282,53.28
-18.5,-63.125,2024,282,43.35
-18.5,-62.5,2024,282,42.85
-18.0,-63.75,2024,282,58.45
-18.0,-63.125,2024,282,48.63
-18.0,-62.5,2024,282,44.57
-17.5,-63.75,2024,282,52.12
-17.5,-63.125,2024,282,50.28
-17.5,-62.5,2024,282,41.52
-17.0,-63.75,2024,282,42.27
-17.0,-63.125,2024,282,41.43
-17.0,-62.5,2024,282,38.66
-16.5,-63.75,2024,282,38.01
-16.5,-63.125,2024,282,36.35
-16.5,-62.5,2024,282,39.46
-18.5,-63.75,2024,283,73.97
-18.5,-63.125,2024,283,70.51
-18.5,-62.5,2024,283,73.01
-18.0,-63.75,2024,283,78.5
-18.0,-63.125,2024,283,73.38
-18.0,-62.5,2024,283,74.23
-17.5,-63.75,2024,283,72.3
-17.5,-63.125,2024,283,74.82
-17.5,-62.5,2024,283,72.54
-17.0,-63.75,2024,283,70.48
-17.0,-63.125,2024,283,70.87
-17.0,-62.5,2024,283,67.41
-16.5,-63.75,2024,283,65.99
-16.5,-63.125,2024,283,58.92
-16.5,-62.5,2024,283,61.48
-18.5,-63.75,2024,284,63.5
-18.5,-63.125,2024,284,63.52
-18.5,-62.5,2024,284,67.59
-18.0,-63.75,2024,284,68.45
-18.0,-63.125,2024,284,65.03
-18.0,-62.5,2024,284,68.53
-17.5,-63.75,2024,284,62.15
-17.5,-63.125,2024,284,67.99
-17.5,-62.5,2024,284,69.7
-17.0,-63.75,2024,284,67.39
-17.0,-63.125,2024,284,70.95
-17.0,-62.5,2024,284,69.1
-16.5,-63.75,2024,284,70.29
-16.5,-63.125,2024,284,68.13
-16.5,-62.5,2024,284,69.23
-18.5,-63.75,2024,285,74.21
-18.5,-63.125,2024,285,66.78
-18.5,-62.5,2024,285,64.2
-18.0,-63.75,2024,285,77.22
-18.0,-63.125,2024,285,68.8
-18.0,-62.5,2024,285,66.27
-17.5,-63.75,2024,285,67.85
-17.5,-63.125,2024,285,66.84
-17.5,-62.5,2024,285,67.75
-17.0,-63.75,2024,285,63.29
-17.0,-63.125,2024,285,62.15
-17.0,-62.5,2024,285,64.52
-16.5,-63.75,2024,285,56.69
-16.5,-63.125,2024,285,53.91
-16.5,-62.5,2024,285,62.86
-18.5,-63.75,2024,286,66.93
-18.5,-63.125,2024,286,57.66
-18.5,-62.5,2024,286,58.27
-18.0,-63.75,2024,286,67.92
-18.0,-63.125,2024,286,57.58
-18.0,-62.5,2024,286,59.25
-17.5,-63.75,2024,286,56.47
-17.5,-63.125,2024,286,56.21
-17.5,-62.5,2024,286,59.39
-17.0,-63.75,2024,286,55.5
-17.0,-63.125,2024,286,53.84
-17.0,-62.5,2024,286,55.36
-16.5,-63.75,2024,286,52.03
-16.5,-63.125,2024,286,48.9
-16.5,-62.5,2024,286,54.27
-18.5,-63.75,2024,287,55.93
-18.5,-63.125,2024,287,46.64
-18.5,-62.5,2024,287,48.12
-18.0,-63.75,2024,287,56.86
-18.0,-63.125,2024,287,48.13
-18.0,-62.5,2024,287,50.13
-17.5,-63.75,2024,287,47.96
-17.5,-63.125,2024,287,49.12
-17.5,-62.5,2024,287,51.56
-17.0,-63.75,2024,287,50.8
-17.0,-63.125,2024,287,46.65
-17.0,-62.5,2024,287,48.33
-16.5,-63.75,2024,287,45.73
-16.5,-63.125,2024,287,41.22
-16.5,-62.5,2024,287,46.15
-18.5,-63.75,2024,288,50.64
-18.5,-63.125,2024,288,43.98
-18.5,-62.5,2024,288,45.65
-18.0,-63.75,2024,288,52.6
-18.0,-63.125,2024,288,46.34
-18.0,-62.5,2024,288,47.91
-17.5,-63.75,2024,288,46.63
-17.5,-63.125,2024,288,49.19
-17.5,-62.5,2024,288,50.0
-17.0,-63.75,2024,288,52.38
-17.0,-63.125,2024,288,47.06
-17.0,-62.5,2024,288,46.92
-16.5,-63.75,2024,288,49.02
-16.5,-63.125,2024,288,41.46
-16.5,-62.5,2024,288,44.26
-18.5,-63.75,2024,289,57.37
-18.5,-63.125,2024,289,50.16
-18.5,-62.5,2024,289,53.07
-18.0,-63.75,2024,289,62.08
-18.0,-63.125,2024,289,54.84
-18.0,-62.5,2024,289,58.4
-17.5,-63.75,2024,289,53.17
-17.5,-63.125,2024,289,56.09
-17.5,-62.5,2024,289,56.71
-17.0,-63.75,2024,289,54.7
-17.0,-63.125,2024,289,49.75
-17.0,-62.5,2024,289,47.61
-16.5,-63.75,2024,289,47.81
-16.5,-63.125,2024,289,41.75
-16.5,-62.5,2024,289,43.43
-18.5,-63.75,2024,290,68.1
-18.5,-63.125,2024,290,70.59
-18.5,-62.5,2024,290,72.34
-18.0,-63.75,2024,290,74.38
-18.0,-63.125,2024,290,70.16
-18.0,-62.5,2024,290,73.06
-17.5,-63.75,2024,290,70.89
-17.5,-63.125,2024,290,71.82
-17.5,-62.5,2024,290,71.5
-17.0,-63.75,2024,290,70.78
-17.0,-63.125,2024,290,68.13
-17.0,-62.5,2024,290,65.03
-16.5,-63.75,2024,290,63.28
-16.5,-63.125,2024,290,59.18
-16.5,-62.5,2024,290,57.48
-18.5,-63.75,2024,291,64.01
-18.5,-63.125,2024,291,60.05
-18.5,-62.5,2024,291,62.37
-18.0,-63.75,2024,291,68.89
-18.0,-63.125,2024,291,63.79
-18.0,-62.5,2024,291,65.21
-17.5,-63.75,2024,291,62.38
-17.5,-63.125,2024,291,68.01
-17.5,-62.5,2024,291,69.71
-17.0,-63.75,2024,291,66.49
-17.0,-63.125,2024,291,70.16
-17.0,-62.5,2024,291,69.41
-16.5,-63.75,2024,291,61.94
-16.5,-63.125,2024,291,68.02
-16.5,-62.5,2024,291,69.78
-18.5,-63.75,2024,292,69.46
-18.5,-63.125,2024,292,64.25
-18.5,-62.5,2024,292,65.82
-18.0,-63.75,2024,292,71.82
-18.0,-63.125,2024,292,65.41
-18.0,-62.5,2024,292,65.55
-17.5,-63.75,2024,292,60.78
-17.5,-63.125,2024,292,63.37
-17.5,-62.5,2024,292,65.15
-17.0,-63.75,2024,292,60.65
-17.0,-63.125,2024,292,60.04
-17.0,-62.5,2024,292,62.22
-16.5,-63.75,2024,292,54.83
-16.5,-63.125,2024,292,57.33
-16.5,-62.5,2024,292,64.39
-18.5,-63.75,2024,293,69.03
-18.5,-63.125,2024,293,64.81
-18.5,-62.5,2024,293,60.78
-18.0,-63.75,2024,293,71.14
-18.0,-63.125,2024,293,69.91
-18.0,-62.5,2024,293,66.84
-17.5,-63.75,2024,293,69.92
-17.5,-63.125,2024,293,70.69
-17.5,-62.5,2024,293,71.92
-17.0,-63.75,2024,293,73.96
-17.0,-63.125,2024,293,72.0
-17.0,-62.5,2024,293,73.15
-16.5,-63.75,2024,293,76.12
-16.5,-63.125,2024,293,76.69
-16.5,-62.5,2024,293,73.5
-18.5,-63.75,2024,294,63.72
-18.5,-63.125,2024,294,54.85
-18.5,-62.5,2024,294,51.19
-18.0,-63.75,2024,294,70.25
-18.0,-63.125,2024,294,59.79
-18.0,-62.5,2024,294,56.99
-17.5,-63.75,2024,294,61.44
-17.5,-63.125,2024,294,59.79
-17.5,-62.5,2024,294,61.05
-17.0,-63.75,2024,294,61.59
-17.0,-63.125,2024,294,59.63
-17.0,-62.5,2024,294,60.56
-16.5,-63.75,2024,294,56.61
-16.5,-63.125,2024,294,57.14
-16.5,-62.5,2024,294,58.9
-18.5,-63.75,2024,295,63.68
-18.5,-63.125,2024,295,57.15
-18.5,-62.5,2024,295,54.98
-18.0,-63.75,2024,295,69.57
-18.0,-63.125,2024,295,59.58
-18.0,-62.5,2024,295,57.13
-17.5,-63.75,2024,295,61.36
-17.5,-63.125,2024,295,58.88
-17.5,-62.5,2024,295,58.32
-17.0,-63.75,2024,295,60.2
-17.0,-63.125,2024,295,55.94
-17.0,-62.5,2024,295,56.15
-16.5,-63.75,2024,295,55.38
-16.5,-63.125,2024,295,52.44
-16.5,-62.5,2024,295,57.78
-18.5,-63.75,2024,296,63.56
-18.5,-63.125,2024,296,57.39
-18.5,-62.5,2024,296,57.06
-18.0,-63.75,2024,296,70.1
-18.0,-63.125,2024,296,59.98
-18.0,-62.5,2024,296,58.21
-17.5,-63.75,2024,296,61.86
-17.5,-63.125,2024,296,59.12
-17.5,-62.5,2024,296,58.98
-17.0,-63.75,2024,296,61.11
-17.0,-63.125,2024,296,56.12
-17.0,-62.5,2024,296,56.81
-16.5,-63.75,2024,296,56.06
-16.5,-63.125,2024,296,54.45
-16.5,-62.5,2024,296,59.73
-18.5,-63.75,2024,297,57.49
-18.5,-63.125,2024,297,49.34
-18.5,-62.5,2024,297,49.61
-18.0,-63.75,2024,297,61.8
-18.0,-63.125,2024,297,52.48
-18.0,-62.5,2024,297,52.85
-17.5,-63.75,2024,297,54.16
-17.5,-63.125,2024,297,54.39
-17.5,-62.5,2024,297,55.23
-17.0,-63.75,2024,297,52.2
-17.0,-63.125,2024,297,54.17
-17.0,-62.5,2024,297,57.12
-16.5,-63.75,2024,297,49.81
-16.5,-63.125,2024,297,55.13
-16.5,-62.5,2024,297,60.99
-18.5,-63.75,2024,298,63.27
-18.5,-63.125,2024,298,55.59
-18.5,-62.5,2024,298,54.62
-18.0,-63.75,2024,298,67.97
-18.0,-63.125,2024,298,59.61
-18.0,-62.5,2024,298,57.43
-17.5,-63.75,2024,298,61.73
-17.5,-63.125,2024,298,57.64
-17.5,-62.5,2024,298,56.92
-17.0,-63.75,2024,298,55.7
-17.0,-63.125,2024,298,53.97
-17.0,-62.5,2024,298,55.52
-16.5,-63.75,2024,298,53.02
-16.5,-63.125,2024,298,51.95
-16.5,-62.5,2024,298,58.72
-18.5,-63.75,2024,299,81.08
-18.5,-63.125,2024,299,70.57
-18.5,-62.5,2024,299,63.2
-18.0,-63.75,2024,299,89.63
-18.0,-63.125,2024,299,77.15
-18.0,-62.5,2024,299,69.4
-17.5,-63.75,2024,299,87.1
-17.5,-63.125,2024,299,79.83
-17.5,-62.5,2024,299,73.71
-17.0,-63.75,2024,299,82.63
-17.0,-63.125,2024,299,75.46
-17.0,-62.5,2024,299,73.04
-16.5,-63.75,2024,299,72.33
-16.5,-63.125,2024,299,64.17
-16.5,-62.5,2024,299,70.07
-18.5,-63.75,2024,300,87.38
-18.5,-63.125,2024,300,83.21
-18.5,-62.5,2024,300,83.26
-18.0,-63.75,2024,300,86.66
-18.0,-63.125,2024,300,86.02
-18.0,-62.5,2024,300,86.81
-17.5,-63.75,2024,300,87.07
-17.5,-63.125,2024,300,87.67
-17.5,-62.5,2024,300,88.0
-17.0,-63.75,2024,300,90.86
-17.0,-63.125,2024,300,89.29
-17.0,-62.5,2024,300,86.03
-16.5,-63.75,2024,300,90.74
-16.5,-63.125,2024,300,85.07
-16.5,-62.5,2024,300,82.94
-18.5,-63.75,2024,301,67.6
-18.5,-63.125,2024,301,62.2
-18.5,-62.5,2024,301,62.67
-18.0,-63.75,2024,301,69.44
-18.0,-63.125,2024,301,65.0
-18.0,-62.5,2024,301,64.95
-17.5,-63.75,2024,301,65.62
-17.5,-63.125,2024,301,69.38
-17.5,-62.5,2024,301,70.67
-17.0,-63.75,2024,301,73.83
-17.0,-63.125,2024,301,73.42
-17.0,-62.5,2024,301,70.35
-16.5,-63.75,2024,301,70.9
-16.5,-63.125,2024,301,64.49
-16.5,-62.5,2024,301,67.44
-18.5,-63.75,2024,302,69.61
-18.5,-63.125,2024,302,61.94
-18.5,-62.5,2024,302,61.77
-18.0,-63.75,2024,302,71.31
-18.0,-63.125,2024,302,63.77
-18.0,-62.5,2024,302,61.62
-17.5,-63.75,2024,302,62.76
-17.5,-63.125,2024,302,64.03
-17.5,-62.5,2024,302,64.03
-17.0,-63.75,2024,302,65.29
-17.0,-63.125,2024,302,64.72
-17.0,-62.5,2024,302,63.73
-16.5,-63.75,2024,302,63.13
-16.5,-63.125,2024,302,55.84
-16.5,-62.5,2024,302,62.14
-18.5,-63.75,2024,303,75.86
-18.5,-63.125,2024,303,66.4
-18.5,-62.5,2024,303,63.62
-18.0,-63.75,2024,303,73.39
-18.0,-63.125,2024,303,67.82
-18.0,-62.5,2024,303,63.54
-17.5,-63.75,2024,303,64.74
-17.5,-63.125,2024,303,70.33
-17.5,-62.5,2024,303,67.88
-17.0,-63.75,2024,303,63.7
-17.0,-63.125,2024,303,70.55
-17.0,-62.5,2024,303,69.65
-16.5,-63.75,2024,303,56.43
-16.5,-63.125,2024,303,60.18
-16.5,-62.5,2024,303,68.95
-18.5,-63.75,2024,304,72.2
-18.5,-63.125,2024,304,61.57
-18.5,-62.5,2024,304,58.76
-18.0,-63.75,2024,304,73.44
-18.0,-63.125,2024,304,63.27
-18.0,-62.5,2024,304,59.18
-17.5,-63.75,2024,304,65.88
-17.5,-63.125,2024,304,63.78
-17.5,-62.5,2024,304,64.53
-17.0,-63.75,2024,304,68.32
-17.0,-63.125,2024,304,65.27
-17.0,-62.5,2024,304,65.97
-16.5,-63.75,2024,304,63.54
-16.5,-63.125,2024,304,64.72
-16.5,-62.5,2024,304,63.97
-18.5,-63.75,2024,305,70.74
-18.5,-63.125,2024,305,63.27
-18.5,-62.5,2024,305,61.89
-18.0,-63.75,2024,305,76.74
-18.0,-63.125,2024,305,67.64
-18.0,-62.5,2024,305,64.69
-17.5,-63.75,2024,305,71.42
-17.5,-63.125,2024,305,70.85
-17.5,-62.5,2024,305,70.04
-17.0,-63.75,2024,305,71.94
-17.0,-63.125,2024,305,73.13
-17.0,-62.5,2024,305,71.12
-16.5,-63.75,2024,305,70.81
-16.5,-63.125,2024,305,71.53
-16.5,-62.5,2024,305,72.48
-18.5,-63.75,2024,306,74.78
-18.5,-63.125,2024,306,73.01
-18.5,-62.5,2024,306,71.48
-18.0,-63.75,2024,306,84.38
-18.0,-63.125,2024,306,77.56
-18.0,-62.5,2024,306,74.19
-17.5,-63.75,2024,306,81.42
-17.5,-63.125,2024,306,80.56
-17.5,-62.5,2024,306,77.94
-17.0,-63.75,2024,306,83.86
-17.0,-63.125,2024,306,83.12
-17.0,-62.5,2024,306,78.33
-16.5,-63.75,2024,306,86.12
-16.5,-63.125,2024,306,81.62
-16.5,-62.5,2024,306,77.71
-18.5,-63.75,2024,307,72.47
-18.5,-63.125,2024,307,74.09
-18.5,-62.5,2024,307,73.37
-18.0,-63.75,2024,307,85.73
-18.0,-63.125,2024,307,79.6
-18.0,-62.5,2024,307,75.87
-17.5,-63.75,2024,307,85.02
-17.5,-63.125,2024,307,81.17
-17.5,-62.5,2024,307,76.14
-17.0,-63.75,2024,307,83.47
-17.0,-63.125,2024,307,78.78
-17.0,-62.5,2024,307,73.07
-16.5,-63.75,2024,307,83.07
-16.5,-63.125,2024,307,73.88
-16.5,-62.5,2024,307,74.34
-18.5,-63.75,2024,308,75.96
-18.5,-63.125,2024,308,70.83
-18.5,-62.5,2024,308,71.44
-18.0,-63.75,2024,308,79.75
-18.0,-63.125,2024,308,75.64
-18.0,-62.5,2024,308,74.37
-17.5,-63.75,2024,308,80.22
-17.5,-63.125,2024,308,78.43
-17.5,-62.5,2024,308,76.54
-17.0,-63.75,2024,308,82.52
-17.0,-63.125,2024,308,79.28
-17.0,-62.5,2024,308,76.82
-16.5,-63.75,2024,308,83.34
-16.5,-63.125,2024,308,78.73
-16.5,-62.5,2024,308,75.45
-18.5,-63.75,2024,309,70.43
-18.5,-63.125,2024,309,63.9
-18.5,-62.5,2024,309,64.88
-18.0,-63.75,2024,309,78.48
-18.0,-63.125,2024,309,68.97
-18.0,-62.5,2024,309,68.39
-17.5,-63.75,2024,309,72.38
-17.5,-63.125,2024,309,71.33
-17.5,-62.5,2024,309,70.96
-17.0,-63.75,2024,309,72.0
-17.0,-63.125,2024,309,69.47
-17.0,-62.5,2024,309,68.37
-16.5,-63.75,2024,309,70.58
-16.5,-63.125,2024,309,64.88
-16.5,-62.5,2024,309,67.71
-18.5,-63.75,2024,310,73.43
-18.5,-63.125,2024,310,63.8
-18.5,-62.5,2024,310,61.57
-18.0,-63.75,2024,310,80.37
-18.0,-63.125,2024,310,67.0
-18.0,-62.5,2024,310,63.67
-17.5,-63.75,2024,310,73.42
-17.5,-63.125,2024,310,67.81
-17.5,-62.5,2024,310,65.65
-17.0,-63.75,2024,310,75.69
-17.0,-63.125,2024,310,69.25
-17.0,-62.5,2024,310,65.37
-16.5,-63.75,2024,310,74.54
-16.5,-63.125,2024,310,65.18
-16.5,-62.5,2024,310,64.59
-18.5,-63.75,2024,311,72.55
-18.5,-63.125,2024,311,68.37
-18.5,-62.5,2024,311,65.17
-18.0,-63.75,2024,311,76.67
-18.0,-63.125,2024,311,71.92
-18.0,-62.5,2024,311,69.79
-17.5,-63.75,2024,311,70.02
-17.5,-63.125,2024,311,74.59
-17.5,-62.5,2024,311,77.03
-17.0,-63.75,2024,311,78.75
-17.0,-63.125,2024,311,83.78
-17.0,-62.5,2024,311,87.25
-16.5,-63.75,2024,311,88.96
-16.5,-63.125,2024,311,91.45
-16.5,-62.5,2024,311,91.93
-18.5,-63.75,2024,312,80.38
-18.5,-63.125,2024,312,75.08
-18.5,-62.5,2024,312,70.64
-18.0,-63.75,2024,312,81.7
-18.0,-63.125,2024,312,77.46
-18.0,-62.5,2024,312,72.18
-17.5,-63.75,2024,312,79.92
-17.5,-63.125,2024,312,79.84
-17.5,-62.5,2024,312,75.89
-17.0,-63.75,2024,312,82.95
-17.0,-63.125,2024,312,83.98
-17.0,-62.5,2024,312,81.73
-16.5,-63.75,2024,312,86.03
-16.5,-63.125,2024,312,86.24
-16.5,-62.5,2024,312,83.01
-18.5,-63.75,2024,313,70.02
-18.5,-63.125,2024,313,66.78
-18.5,-62.5,2024,313,69.17
-18.0,-63.75,2024,313,68.89
-18.0,-63.125,2024,313,68.94
-18.0,-62.5,2024,313,72.94
-17.5,-63.75,2024,313,62.35
-17.5,-63.125,2024,313,70.6
-17.5,-62.5,2024,313,77.82
-17.0,-63.75,2024,313,73.24
-17.0,-63.125,2024,313,76.84
-17.0,-62.5,2024,313,81.74
-16.5,-63.75,2024,313,84.87
-16.5,-63.125,2024,313,83.53
-16.5,-62.5,2024,313,83.22
-18.5,-63.75,2024,314,66.56
-18.5,-63.125,2024,314,58.32
-18.5,-62.5,2024,314,56.95
-18.0,-63.75,2024,314,67.81
-18.0,-63.125,2024,314,60.95
-18.0,-62.5,2024,314,59.83
-17.5,-63.75,2024,314,61.64
-17.5,-63.125,2024,314,61.78
-17.5,-62.5,2024,314,64.56
-17.0,-63.75,2024,314,67.31
-17.0,-63.125,2024,314,65.86
-17.0,-62.5,2024,314,68.12
-16.5,-63.75,2024,314,74.74
-16.5,-63.125,2024,314,67.83
-16.5,-62.5,2024,314,69.8
-18.5,-63.75,2024,315,60.38
-18.5,-63.125,2024,315,51.37
-18.5,-62.5,2024,315,50.13
-18.0,-63.75,2024,315,64.5
-18.0,-63.125,2024,315,54.44
-18.0,-62.5,2024,315,54.07
-17.5,-63.75,2024,315,57.94
-17.5,-63.125,2024,315,55.82
-17.5,-62.5,2024,315,58.37
-17.0,-63.75,2024,315,64.16
-17.0,-63.125,2024,315,60.5
-17.0,-62.5,2024,315,60.64
-16.5,-63.75,2024,315,73.17
-16.5,-63.125,2024,315,65.71
-16.5,-62.5,2024,315,62.71
-18.5,-63.75,2024,316,67.69
-18.5,-63.125,2024,316,62.56
-18.5,-62.5,2024,316,59.4
-18.0,-63.75,2024,316,77.94
-18.0,-63.125,2024,316,67.7
-18.0,-62.5,2024,316,63.14
-17.5,-63.75,2024,316,72.39
-17.5,-63.125,2024,316,68.53
-17.5,-62.5,2024,316,66.84
-17.0,-63.75,2024,316,70.03
-17.0,-63.125,2024,316,68.82
-17.0,-62.5,2024,316,69.25
-16.5,-63.75,2024,316,74.05
-16.5,-63.125,2024,316,70.28
-16.5,-62.5,2024,316,73.1
-18.5,-63.75,2024,317,73.83
-18.5,-63.125,2024,317,66.15
-18.5,-62.5,2024,317,65.6
-18.0,-63.75,2024,317,75.98
-18.0,-63.125,2024,317,73.06
-18.0,-62.5,2024,317,73.28
-17.5,-63.75,2024,317,76.78
-17.5,-63.125,2024,317,79.3
-17.5,-62.5,2024,317,79.08
-17.0,-63.75,2024,317,79.64
-17.0,-63.125,2024,317,82.33
-17.0,-62.5,2024,317,80.25
-16.5,-63.75,2024,317,84.6
-16.5,-63.125,2024,317,83.12
-16.5,-62.5,2024,317,83.21
-18.5,-63.75,2024,318,53.63
-18.5,-63.125,2024,318,49.33
-18.5,-62.5,2024,318,50.52
-18.0,-63.75,2024,318,55.13
-18.0,-63.125,2024,318,52.94
-18.0,-62.5,2024,318,53.81
-17.5,-63.75,2024,318,53.02
-17.5,-63.125,2024,318,58.55
-17.5,-62.5,2024,318,60.83
-17.0,-63.75,2024,318,58.64
-17.0,-63.125,2024,318,62.35
-17.0,-62.5,2024,318,66.37
-16.5,-63.75,2024,318,64.64
-16.5,-63.125,2024,318,63.13
-16.5,-62.5,2024,318,68.86
-18.5,-63.75,2024,319,53.9
-18.5,-63.125,2024,319,50.54
-18.5,-62.5,2024,319,49.42
-18.0,-63.75,2024,319,58.53
-18.0,-63.125,2024,319,53.21
-18.0,-62.5,2024,319,52.86
-17.5,-63.75,2024,319,53.77
-17.5,-63.125,2024,319,56.15
-17.5,-62.5,2024,319,59.47
-17.0,-63.75,2024,319,62.16
-17.0,-63.125,2024,319,61.25
-17.0,-62.5,2024,319,65.14
-16.5,-63.75,2024,319,70.52
-16.5,-63.125,2024,319,61.84
-16.5,-62.5,2024,319,65.77
-18.5,-63.75,2024,320,57.84
-18.5,-63.125,2024,320,49.04
-18.5,-62.5,2024,320,46.72
-18.0,-63.75,2024,320,61.82
-18.0,-63.125,2024,320,52.1
-18.0,-62.5,2024,320,51.4
-17.5,-63.75,2024,320,53.55
-17.5,-63.125,2024,320,54.66
-17.5,-62.5,2024,320,57.75
-17.0,-63.75,2024,320,60.16
-17.0,-63.125,2024,320,59.63
-17.0,-62.5,2024,320,62.22
-16.5,-63.75,2024,320,68.16
-16.5,-63.125,2024,320,62.2
-16.5,-62.5,2024,320,65.9
-18.5,-63.75,2024,321,63.47
-18.5,-63.125,2024,321,53.72
-18.5,-62.5,2024,321,50.59
-18.0,-63.75,2024,321,69.01
-18.0,-63.125,2024,321,56.54
-18.0,-62.5,2024,321,53.75
-17.5,-63.75,2024,321,60.07
-17.5,-63.125,2024,321,59.44
-17.5,-62.5,2024,321,58.05
-17.0,-63.75,2024,321,65.15
-17.0,-63.125,2024,321,61.17
-17.0,-62.5,2024,321,61.91
-16.5,-63.75,2024,321,69.86
-16.5,-63.125,2024,321,63.72
-16.5,-62.5,2024,321,68.35
-18.5,-63.75,2024,322,61.43
-18.5,-63.125,2024,322,54.28
-18.5,-62.5,2024,322,51.92
-18.0,-63.75,2024,322,69.91
-18.0,-63.125,2024,322,58.83
-18.0,-62.5,2024,322,55.97
-17.5,-63.75,2024,322,63.15
-17.5,-63.125,2024,322,61.67
-17.5,-62.5,2024,322,60.77
-17.0,-63.75,2024,322,66.45
-17.0,-63.125,2024,322,63.27
-17.0,-62.5,2024,322,66.3
-16.5,-63.75,2024,322,70.67
-16.5,-63.125,2024,322,66.29
-16.5,-62.5,2024,322,74.59
-18.5,-63.75,2024,323,68.31
-18.5,-63.125,2024,323,59.16
-18.5,-62.5,2024,323,57.24
-18.0,-63.75,2024,323,77.94
-18.0,-63.125,2024,323,64.38
-18.0,-62.5,2024,323,60.02
-17.5,-63.75,2024,323,75.14
-17.5,-63.125,2024,323,67.77
-17.5,-62.5,2024,323,64.47
-17.0,-63.75,2024,323,74.47
-17.0,-63.125,2024,323,66.75
-17.0,-62.5,2024,323,67.49
-16.5,-63.75,2024,323,77.96
-16.5,-63.125,2024,323,69.55
-16.5,-62.5,2024,323,73.22
-18.5,-63.75,2024,324,78.73
-18.5,-63.125,2024,324,75.68
-18.5,-62.5,2024,324,75.27
-18.0,-63.75,2024,324,79.02
-18.0,-63.125,2024,324,75.36
-18.0,-62.5,2024,324,76.26
-17.5,-63.75,2024,324,75.56
-17.5,-63.125,2024,324,76.46
-17.5,-62.5,2024,324,78.31
-17.0,-63.75,2024,324,80.56
-17.0,-63.125,2024,324,79.33
-17.0,-62.5,2024,324,79.75
-16.5,-63.75,2024,324,86.07
-16.5,-63.125,2024,324,80.76
-16.5,-62.5,2024,324,79.59
-18.5,-63.75,2024,325,71.01
-18.5,-63.125,2024,325,62.51
-18.5,-62.5,2024,325,63.78
-18.0,-63.75,2024,325,75.05
-18.0,-63.125,2024,325,64.33
-18.0,-62.5,2024,325,63.93
-17.5,-63.75,2024,325,70.16
-17.5,-63.125,2024,325,65.82
-17.5,-62.5,2024,325,65.87
