-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2022 through 10/03/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
LAT,LON,YEAR,DOY,RH2M
-17.0,-63.125,2022,280,71.11
-17.0,-62.5,2022,280,69.84
-16.5,-63.75,2022,280,77.07
-16.5,-63.125,2022,280,67.45
-16.5,-62.5,2022,280,71.37
-18.5,-63.75,2022,281,59.89
-18.5,-63.125,2022,281,55.27
-18.5,-62.5,2022,281,54.57
-18.0,-63.75,2022,281,67.67
-18.0,-63.125,2022,281,59.22
-18.0,-62.5,2022,281,56.75
-17.5,-63.75,2022,281,61.08
-17.5,-63.125,2022,281,60.3
-17.5,-62.5,2022,281,57.6
-17.0,-63.75,2022,281,61.4
-17.0,-63.125,2022,281,58.95
-17.0,-62.5,2022,281,56.99
-16.5,-63.75,2022,281,63.2
-16.5,-63.125,2022,281,56.47
-16.5,-62.5,2022,281,59.93
-18.5,-63.75,2022,282,51.04
-18.5,-63.125,2022,282,44.17
-18.5,-62.5,2022,282,45.6
-18.0,-63.75,2022,282,60.3
-18.0,-63.125,2022,282,48.36
-18.0,-62.5,2022,282,47.99
-17.5,-63.75,2022,282,56.47
-17.5,-63.125,2022,282,52.33
-17.5,-62.5,2022,282,50.46
-17.0,-63.75,2022,282,57.16
-17.0,-63.125,2022,282,52.55
-17.0,-62.5,2022,282,51.88
-16.5,-63.75,2022,282,56.21
-16.5,-63.125,2022,282,50.25
-16.5,-62.5,2022,282,55.24
-18.5,-63.75,2022,283,64.36
-18.5,-63.125,2022,283,54.51
-18.5,-62.5,2022,283,55.12
-18.0,-63.75,2022,283,67.1
-18.0,-63.125,2022,283,56.95
-18.0,-62.5,2022,283,57.99
-17.5,-63.75,2022,283,56.73
-17.5,-63.125,2022,283,56.46
-17.5,-62.5,2022,283,59.0
-17.0,-63.75,2022,283,54.74
-17.0,-63.125,2022,283,53.64
-17.0,-62.5,2022,283,57.14
-16.5,-63.75,2022,283,53.45
-16.5,-63.125,2022,283,50.68
-16.5,-62.5,2022,283,54.35
-18.5,-63.75,2022,284,73.47
-18.5,-63.125,2022,284,67.94
-18.5,-62.5,2022,284,67.81
-18.0,-63.75,2022,284,78.23
-18.0,-63.125,2022,284,70.2
-18.0,-62.5,2022,284,70.89
-17.5,-63.75,2022,284,65.93
-17.5,-63.125,2022,284,69.67
-17.5,-62.5,2022,284,70.59
-17.0,-63.75,2022,284,65.3
-17.0,-63.125,2022,284,65.21
-17.0,-62.5,2022,284,67.31
-16.5,-63.75,2022,284,63.19
-16.5,-63.125,2022,284,59.57
-16.5,-62.5,2022,284,65.02
-18.5,-63.75,2022,285,81.11
-18.5,-63.125,2022,285,72.77
-18.5,-62.5,2022,285,71.13
-18.0,-63.75,2022,285,83.69
-18.0,-63.125,2022,285,76.49
-18.0,-62.5,2022,285,73.75
-17.5,-63.75,2022,285,80.17
-17.5,-63.125,2022,285,77.65
-17.5,-62.5,2022,285,75.65
-17.0,-63.75,2022,285,78.35
-17.0,-63.125,2022,285,76.6
-17.0,-62.5,2022,285,75.56
-16.5,-63.75,2022,285,77.81
-16.5,-63.125,2022,285,76.03
-16.5,-62.5,2022,285,77.53
-18.5,-63.75,2022,286,75.14
-18.5,-63.125,2022,286,70.56
-18.5,-62.5,2022,286,69.61
-18.0,-63.75,2022,286,80.13
-18.0,-63.125,2022,286,75.33
-18.0,-62.5,2022,286,76.13
-17.5,-63.75,2022,286,77.68
-17.5,-63.125,2022,286,79.29
-17.5,-62.5,2022,286,81.66
-17.0,-63.75,2022,286,80.98
-17.0,-63.125,2022,286,83.2
-17.0,-62.5,2022,286,83.95
-16.5,-63.75,2022,286,86.7
-16.5,-63.125,2022,286,81.94
-16.5,-62.5,2022,286,83.41
-18.5,-63.75,2022,287,78.53
-18.5,-63.125,2022,287,70.68
-18.5,-62.5,2022,287,67.82
-18.0,-63.75,2022,287,75.67
-18.0,-63.125,2022,287,76.34
-18.0,-62.5,2022,287,76.66
-17.5,-63.75,2022,287,68.5
-17.5,-63.125,2022,287,79.52
-17.5,-62.5,2022,287,83.15
-17.0,-63.75,2022,287,75.34
-17.0,-63.125,2022,287,81.94
-17.0,-62.5,2022,287,85.0
-16.5,-63.75,2022,287,79.02
-16.5,-63.125,2022,287,81.35
-16.5,-62.5,2022,287,85.4
-18.5,-63.75,2022,288,62.01
-18.5,-63.125,2022,288,53.04
-18.5,-62.5,2022,288,54.53
-18.0,-63.75,2022,288,63.75
-18.0,-63.125,2022,288,56.42
-18.0,-62.5,2022,288,57.16
-17.5,-63.75,2022,288,53.83
-17.5,-63.125,2022,288,58.38
-17.5,-62.5,2022,288,61.19
-17.0,-63.75,2022,288,56.51
-17.0,-63.125,2022,288,58.32
-17.0,-62.5,2022,288,63.28
-16.5,-63.75,2022,288,57.96
-16.5,-63.125,2022,288,57.99
-16.5,-62.5,2022,288,64.44
-18.5,-63.75,2022,289,69.17
-18.5,-63.125,2022,289,58.71
-18.5,-62.5,2022,289,58.67
-18.0,-63.75,2022,289,68.1
-18.0,-63.125,2022,289,61.56
-18.0,-62.5,2022,289,61.6
-17.5,-63.75,2022,289,56.74
-17.5,-63.125,2022,289,60.87
-17.5,-62.5,2022,289,65.09
-17.0,-63.75,2022,289,60.04
-17.0,-63.125,2022,289,60.33
-17.0,-62.5,2022,289,64.31
-16.5,-63.75,2022,289,58.97
-16.5,-63.125,2022,289,55.86
-16.5,-62.5,2022,289,62.42
-18.5,-63.75,2022,290,79.82
-18.5,-63.125,2022,290,67.57
-18.5,-62.5,2022,290,62.06
-18.0,-63.75,2022,290,73.08
-18.0,-63.125,2022,290,63.83
-18.0,-62.5,2022,290,58.99
-17.5,-63.75,2022,290,59.49
-17.5,-63.125,2022,290,60.62
-17.5,-62.5,2022,290,60.51
-17.0,-63.75,2022,290,56.9
-17.0,-63.125,2022,290,55.26
-17.0,-62.5,2022,290,58.43
-16.5,-63.75,2022,290,55.33
-16.5,-63.125,2022,290,50.62
-16.5,-62.5,2022,290,58.09
-18.5,-63.75,2022,291,77.65
-18.5,-63.125,2022,291,71.3
-18.5,-62.5,2022,291,70.62
-18.0,-63.75,2022,291,75.08
-18.0,-63.125,2022,291,66.09
-18.0,-62.5,2022,291,65.7
-17.5,-63.75,2022,291,64.2
-17.5,-63.125,2022,291,61.83
-17.5,-62.5,2022,291,62.77
-17.0,-63.75,2022,291,63.43
-17.0,-63.125,2022,291,57.67
-17.0,-62.5,2022,291,60.25
-16.5,-63.75,2022,291,59.22
-16.5,-63.125,2022,291,55.21
-16.5,-62.5,2022,291,61.37
-18.5,-63.75,2022,292,71.14
-18.5,-63.125,2022,292,65.77
-18.5,-62.5,2022,292,64.31
-18.0,-63.75,2022,292,74.14
-18.0,-63.125,2022,292,66.13
-18.0,-62.5,2022,292,64.11
-17.5,-63.75,2022,292,67.84
-17.5,-63.125,2022,292,64.45
-17.5,-62.5,2022,292,64.11
-17.0,-63.75,2022,292,65.7
-17.0,-63.125,2022,292,63.94
-17.0,-62.5,2022,292,64.43
-16.5,-63.75,2022,292,67.03
-16.5,-63.125,2022,292,66.16
-16.5,-62.5,2022,292,68.59
-18.5,-63.75,2022,293,63.79
-18.5,-63.125,2022,293,63.07
-18.5,-62.5,2022,293,62.13
-18.0,-63.75,2022,293,75.77
-18.0,-63.125,2022,293,66.85
-18.0,-62.5,2022,293,63.74
-17.5,-63.75,2022,293,71.79
-17.5,-63.125,2022,293,65.57
-17.5,-62.5,2022,293,64.38
-17.0,-63.75,2022,293,68.04
-17.0,-63.125,2022,293,62.95
-17.0,-62.5,2022,293,63.38
-16.5,-63.75,2022,293,68.89
-16.5,-63.125,2022,293,62.9
-16.5,-62.5,2022,293,67.45
-18.5,-63.75,2022,294,67.22
-18.5,-63.125,2022,294,62.58
-18.5,-62.5,2022,294,61.44
-18.0,-63.75,2022,294,69.44
-18.0,-63.125,2022,294,67.61
-18.0,-62.5,2022,294,67.73
-17.5,-63.75,2022,294,66.92
-17.5,-63.125,2022,294,70.49
-17.5,-62.5,2022,294,71.77
-17.0,-63.75,2022,294,70.47
-17.0,-63.125,2022,294,72.94
-17.0,-62.5,2022,294,74.67
-16.5,-63.75,2022,294,79.59
-16.5,-63.125,2022,294,77.51
-16.5,-62.5,2022,294,80.66
-18.5,-63.75,2022,295,63.89
-18.5,-63.125,2022,295,60.59
-18.5,-62.5,2022,295,67.78
-18.0,-63.75,2022,295,63.99
-18.0,-63.125,2022,295,63.49
-18.0,-62.5,2022,295,69.6
-17.5,-63.75,2022,295,59.62
-17.5,-63.125,2022,295,65.92
-17.5,-62.5,2022,295,73.53
-17.0,-63.75,2022,295,63.88
-17.0,-63.125,2022,295,69.21
-17.0,-62.5,2022,295,75.68
-16.5,-63.75,2022,295,76.94
-16.5,-63.125,2022,295,78.32
-16.5,-62.5,2022,295,80.29
-18.5,-63.75,2022,296,61.76
-18.5,-63.125,2022,296,54.49
-18.5,-62.5,2022,296,54.78
-18.0,-63.75,2022,296,61.02
-18.0,-63.125,2022,296,57.75
-18.0,-62.5,2022,296,60.01
-17.5,-63.75,2022,296,53.43
-17.5,-63.125,2022,296,60.9
-17.5,-62.5,2022,296,66.49
-17.0,-63.75,2022,296,60.6
-17.0,-63.125,2022,296,65.02
-17.0,-62.5,2022,296,70.48
-16.5,-63.75,2022,296,73.08
-16.5,-63.125,2022,296,67.44
-16.5,-62.5,2022,296,73.09
-18.5,-63.75,2022,297,57.35
-18.5,-63.125,2022,297,50.78
-18.5,-62.5,2022,297,54.76
-18.0,-63.75,2022,297,58.87
-18.0,-63.125,2022,297,54.93
-18.0,-62.5,2022,297,59.28
-17.5,-63.75,2022,297,51.77
-17.5,-63.125,2022,297,57.71
-17.5,-62.5,2022,297,61.5
-17.0,-63.75,2022,297,58.72
-17.0,-63.125,2022,297,60.06
-17.0,-62.5,2022,297,62.02
-16.5,-63.75,2022,297,65.97
-16.5,-63.125,2022,297,59.7
-16.5,-62.5,2022,297,64.22
-18.5,-63.75,2022,298,62.65
-18.5,-63.125,2022,298,55.28
-18.5,-62.5,2022,298,58.38
-18.0,-63.75,2022,298,66.98
-18.0,-63.125,2022,298,58.34
-18.0,-62.5,2022,298,60.48
-17.5,-63.75,2022,298,59.66
-17.5,-63.125,2022,298,59.41
-17.5,-62.5,2022,298,60.82
-17.0,-63.75,2022,298,63.47
-17.0,-63.125,2022,298,59.47
-17.0,-62.5,2022,298,59.68
-16.5,-63.75,2022,298,69.13
-16.5,-63.125,2022,298,61.03
-16.5,-62.5,2022,298,62.08
-18.5,-63.75,2022,299,69.02
-18.5,-63.125,2022,299,62.58
-18.5,-62.5,2022,299,59.36
-18.0,-63.75,2022,299,79.0
-18.0,-63.125,2022,299,66.74
-18.0,-62.5,2022,299,61.85
-17.5,-63.75,2022,299,71.98
-17.5,-63.125,2022,299,66.89
-17.5,-62.5,2022,299,62.8
-17.0,-63.75,2022,299,68.52
-17.0,-63.125,2022,299,64.47
-17.0,-62.5,2022,299,63.15
-16.5,-63.75,2022,299,69.7
-16.5,-63.125,2022,299,64.08
-16.5,-62.5,2022,299,66.59
-18.5,-63.75,2022,300,70.14
-18.5,-63.125,2022,300,59.94
-18.5,-62.5,2022,300,62.56
-18.0,-63.75,2022,300,75.22
-18.0,-63.125,2022,300,65.76
-18.0,-62.5,2022,300,64.76
-17.5,-63.75,2022,300,75.63
-17.5,-63.125,2022,300,72.61
-17.5,-62.5,2022,300,71.99
-17.0,-63.75,2022,300,80.11
-17.0,-63.125,2022,300,74.54
-17.0,-62.5,2022,300,74.99
-16.5,-63.75,2022,300,82.32
-16.5,-63.125,2022,300,68.62
-16.5,-62.5,2022,300,73.32
-18.5,-63.75,2022,301,61.65
-18.5,-63.125,2022,301,51.62
-18.5,-62.5,2022,301,56.31
-18.0,-63.75,2022,301,67.08
-18.0,-63.125,2022,301,56.26
-18.0,-62.5,2022,301,59.28
-17.5,-63.75,2022,301,61.11
-17.5,-63.125,2022,301,60.78
-17.5,-62.5,2022,301,66.28
-17.0,-63.75,2022,301,67.67
-17.0,-63.125,2022,301,65.71
-17.0,-62.5,2022,301,69.08
-16.5,-63.75,2022,301,75.18
-16.5,-63.125,2022,301,69.73
-16.5,-62.5,2022,301,72.35
-18.5,-63.75,2022,302,66.48
-18.5,-63.125,2022,302,61.83
-18.5,-62.5,2022,302,62.61
-18.0,-63.75,2022,302,75.99
-18.0,-63.125,2022,302,67.16
-18.0,-62.5,2022,302,64.71
-17.5,-63.75,2022,302,71.17
-17.5,-63.125,2022,302,67.82
-17.5,-62.5,2022,302,64.86
-17.0,-63.75,2022,302,69.91
-17.0,-63.125,2022,302,66.37
-17.0,-62.5,2022,302,64.13
-16.5,-63.75,2022,302,72.39
-16.5,-63.125,2022,302,67.23
-16.5,-62.5,2022,302,66.76
-18.5,-63.75,2022,303,63.85
-18.5,-63.125,2022,303,63.04
-18.5,-62.5,2022,303,63.49
-18.0,-63.75,2022,303,80.07
-18.0,-63.125,2022,303,70.86
-18.0,-62.5,2022,303,66.04
-17.5,-63.75,2022,303,76.74
-17.5,-63.125,2022,303,70.33
-17.5,-62.5,2022,303,65.54
-17.0,-63.75,2022,303,71.51
-17.0,-63.125,2022,303,67.27
-17.0,-62.5,2022,303,64.93
-16.5,-63.75,2022,303,71.65
-16.5,-63.125,2022,303,67.26
-16.5,-62.5,2022,303,68.97
-18.5,-63.75,2022,304,60.58
-18.5,-63.125,2022,304,58.04
-18.5,-62.5,2022,304,60.1
-18.0,-63.75,2022,304,64.65
-18.0,-63.125,2022,304,68.62
-18.0,-62.5,2022,304,70.58
-17.5,-63.75,2022,304,67.28
-17.5,-63.125,2022,304,74.0
-17.5,-62.5,2022,304,73.11
-17.0,-63.75,2022,304,71.73
-17.0,-63.125,2022,304,73.92
-17.0,-62.5,2022,304,70.89
-16.5,-63.75,2022,304,73.99
-16.5,-63.125,2022,304,71.91
-16.5,-62.5,2022,304,74.0
-18.5,-63.75,2022,305,35.89
-18.5,-63.125,2022,305,29.83
-18.5,-62.5,2022,305,30.79
-18.0,-63.75,2022,305,36.06
-18.0,-63.125,2022,305,32.55
-18.0,-62.5,2022,305,33.85
-17.5,-63.75,2022,305,29.43
-17.5,-63.125,2022,305,34.44
-17.5,-62.5,2022,305,35.9
-17.0,-63.75,2022,305,28.67
-17.0,-63.125,2022,305,35.36
-17.0,-62.5,2022,305,35.4
-16.5,-63.75,2022,305,31.33
-16.5,-63.125,2022,305,32.31
-16.5,-62.5,2022,305,40.3
-18.5,-63.75,2022,306,31.44
-18.5,-63.125,2022,306,30.3
-18.5,-62.5,2022,306,32.81
-18.0,-63.75,2022,306,32.41
-18.0,-63.125,2022,306,32.58
-18.0,-62.5,2022,306,35.61
-17.5,-63.75,2022,306,27.52
-17.5,-63.125,2022,306,35.69
-17.5,-62.5,2022,306,37.38
-17.0,-63.75,2022,306,26.26
-17.0,-63.125,2022,306,33.98
-17.0,-62.5,2022,306,33.38
-16.5,-63.75,2022,306,28.04
-16.5,-63.125,2022,306,28.42
-16.5,-62.5,2022,306,36.83
-18.5,-63.75,2022,307,33.06
-18.5,-63.125,2022,307,33.05
-18.5,-62.5,2022,307,37.58
-18.0,-63.75,2022,307,35.45
-18.0,-63.125,2022,307,36.72
-18.0,-62.5,2022,307,40.45
-17.5,-63.75,2022,307,34.27
-17.5,-63.125,2022,307,41.53
-17.5,-62.5,2022,307,42.96
-17.0,-63.75,2022,307,36.33
-17.0,-63.125,2022,307,40.01
-17.0,-62.5,2022,307,40.61
-16.5,-63.75,2022,307,36.08
-16.5,-63.125,2022,307,34.21
-16.5,-62.5,2022,307,41.44
-18.5,-63.75,2022,308,36.56
-18.5,-63.125,2022,308,38.2
-18.5,-62.5,2022,308,47.27
-18.0,-63.75,2022,308,40.57
-18.0,-63.125,2022,308,40.27
-18.0,-62.5,2022,308,48.77
-17.5,-63.75,2022,308,37.03
-17.5,-63.125,2022,308,43.84
-17.5,-62.5,2022,308,52.15
-17.0,-63.75,2022,308,42.76
-17.0,-63.125,2022,308,46.44
-17.0,-62.5,2022,308,52.68
-16.5,-63.75,2022,308,43.88
-16.5,-63.125,2022,308,42.24
-16.5,-62.5,2022,308,51.06
-18.5,-63.75,2022,309,49.56
-18.5,-63.125,2022,309,44.12
-18.5,-62.5,2022,309,43.57
-18.0,-63.75,2022,309,52.15
-18.0,-63.125,2022,309,46.17
-18.0,-62.5,2022,309,45.5
-17.5,-63.75,2022,309,43.23
-17.5,-63.125,2022,309,48.35
-17.5,-62.5,2022,309,48.92
-17.0,-63.75,2022,309,46.33
-17.0,-63.125,2022,309,47.27
-17.0,-62.5,2022,309,48.08
-16.5,-63.75,2022,309,47.14
-16.5,-63.125,2022,309,43.35
-16.5,-62.5,2022,309,50.08
-18.5,-63.75,2022,310,50.9
-18.5,-63.125,2022,310,41.9
-18.5,-62.5,2022,310,40.62
-18.0,-63.75,2022,310,52.17
-18.0,-63.125,2022,310,43.6
-18.0,-62.5,2022,310,43.96
-17.5,-63.75,2022,310,43.36
-17.5,-63.125,2022,310,44.2
-17.5,-62.5,2022,310,49.34
-17.0,-63.75,2022,310,45.7
-17.0,-63.125,2022,310,44.71
-17.0,-62.5,2022,310,49.91
-16.5,-63.75,2022,310,44.88
-16.5,-63.125,2022,310,41.32
-16.5,-62.5,2022,310,48.06
-18.5,-63.75,2022,311,49.11
-18.5,-63.125,2022,311,41.03
-18.5,-62.5,2022,311,38.42
-18.0,-63.75,2022,311,50.63
-18.0,-63.125,2022,311,42.19
-18.0,-62.5,2022,311,41.41
-17.5,-63.75,2022,311,40.67
-17.5,-63.125,2022,311,42.92
-17.5,-62.5,2022,311,45.9
-17.0,-63.75,2022,311,43.53
-17.0,-63.125,2022,311,42.79
-17.0,-62.5,2022,311,45.68
-16.5,-63.75,2022,311,43.5
-16.5,-63.125,2022,311,40.31
-16.5,-62.5,2022,311,46.51
-18.5,-63.75,2022,312,48.79
-18.5,-63.125,2022,312,41.62
-18.5,-62.5,2022,312,39.8
-18.0,-63.75,2022,312,47.43
-18.0,-63.125,2022,312,42.66
-18.0,-62.5,2022,312,42.27
-17.5,-63.75,2022,312,40.33
-17.5,-63.125,2022,312,44.26
-17.5,-62.5,2022,312,45.8
-17.0,-63.75,2022,312,44.63
-17.0,-63.125,2022,312,42.37
-17.0,-62.5,2022,312,44.84
-16.5,-63.75,2022,312,42.62
-16.5,-63.125,2022,312,39.15
-16.5,-62.5,2022,312,45.35
-18.5,-63.75,2022,313,50.79
-18.5,-63.125,2022,313,42.05
-18.5,-62.5,2022,313,42.52
-18.0,-63.75,2022,313,49.95
-18.0,-63.125,2022,313,43.66
-18.0,-62.5,2022,313,43.77
-17.5,-63.75,2022,313,44.65
-17.5,-63.125,2022,313,44.88
-17.5,-62.5,2022,313,45.76
-17.0,-63.75,2022,313,48.07
-17.0,-63.125,2022,313,42.95
-17.0,-62.5,2022,313,43.68
-16.5,-63.75,2022,313,46.8
-16.5,-63.125,2022,313,40.2
-16.5,-62.5,2022,313,45.2
-18.5,-63.75,2022,314,56.96
-18.5,-63.125,2022,314,48.29
-18.5,-62.5,2022,314,44.53
-18.0,-63.75,2022,314,61.34
-18.0,-63.125,2022,314,50.57
-18.0,-62.5,2022,314,46.04
-17.5,-63.75,2022,314,54.1
-17.5,-63.125,2022,314,50.6
-17.5,-62.5,2022,314,47.01
-17.0,-63.75,2022,314,54.16
-17.0,-63.125,2022,314,47.28
-17.0,-62.5,2022,314,44.81
-16.5,-63.75,2022,314,51.86
-16.5,-63.125,2022,314,44.42
-16.5,-62.5,2022,314,48.12
-18.5,-63.75,2022,315,63.76
-18.5,-63.125,2022,315,54.79
-18.5,-62.5,2022,315,52.51
-18.0,-63.75,2022,315,72.4
-18.0,-63.125,2022,315,58.21
-18.0,-62.5,2022,315,54.08
-17.5,-63.75,2022,315,63.36
-17.5,-63.125,2022,315,58.15
-17.5,-62.5,2022,315,55.3
-17.0,-63.75,2022,315,59.42
-17.0,-63.125,2022,315,55.03
-17.0,-62.5,2022,315,55.06
-16.5,-63.75,2022,315,58.75
-16.5,-63.125,2022,315,52.77
-16.5,-62.5,2022,315,57.92
-18.5,-63.75,2022,316,65.12
-18.5,-63.125,2022,316,54.3
-18.5,-62.5,2022,316,52.47
-18.0,-63.75,2022,316,73.25
-18.0,-63.125,2022,316,59.04
-18.0,-62.5,2022,316,53.93
-17.5,-63.75,2022,316,64.77
-17.5,-63.125,2022,316,58.35
-17.5,-62.5,2022,316,54.99
-17.0,-63.75,2022,316,60.43
-17.0,-63.125,2022,316,54.97
-17.0,-62.5,2022,316,54.71
-16.5,-63.75,2022,316,57.3
-16.5,-63.125,2022,316,53.06
-16.5,-62.5,2022,316,57.32
-18.5,-63.75,2022,317,57.49
-18.5,-63.125,2022,317,52.3
-18.5,-62.5,2022,317,52.79
-18.0,-63.75,2022,317,72.09
-18.0,-63.125,2022,317,58.21
-18.0,-62.5,2022,317,54.88
-17.5,-63.75,2022,317,63.79
-17.5,-63.125,2022,317,58.05
-17.5,-62.5,2022,317,55.66
-17.0,-63.75,2022,317,57.44
-17.0,-63.125,2022,317,54.46
-17.0,-62.5,2022,317,54.29
-16.5,-63.75,2022,317,54.62
-16.5,-63.125,2022,317,51.39
-16.5,-62.5,2022,317,55.59
-18.5,-63.75,2022,318,74.45
-18.5,-63.125,2022,318,64.32
-18.5,-62.5,2022,318,61.34
-18.0,-63.75,2022,318,77.61
-18.0,-63.125,2022,318,68.46
-18.0,-62.5,2022,318,65.64
-17.5,-63.75,2022,318,72.03
-17.5,-63.125,2022,318,70.51
-17.5,-62.5,2022,318,70.94
-17.0,-63.75,2022,318,71.85
-17.0,-63.125,2022,318,72.58
-17.0,-62.5,2022,318,72.72
-16.5,-63.75,2022,318,73.87
-16.5,-63.125,2022,318,71.23
-16.5,-62.5,2022,318,71.81
-18.5,-63.75,2022,319,56.84
-18.5,-63.125,2022,319,48.2
-18.5,-62.5,2022,319,48.34
-18.0,-63.75,2022,319,58.98
-18.0,-63.125,2022,319,52.75
-18.0,-62.5,2022,319,52.49
-17.5,-63.75,2022,319,53.47
-17.5,-63.125,2022,319,56.52
-17.5,-62.5,2022,319,59.75
-17.0,-63.75,2022,319,63.67
-17.0,-63.125,2022,319,65.38
-17.0,-62.5,2022,319,68.44
-16.5,-63.75,2022,319,71.93
-16.5,-63.125,2022,319,72.62
-16.5,-62.5,2022,319,71.8
-18.5,-63.75,2022,320,59.7
-18.5,-63.125,2022,320,50.86
-18.5,-62.5,2022,320,47.11
-18.0,-63.75,2022,320,60.52
-18.0,-63.125,2022,320,53.31
-18.0,-62.5,2022,320,50.57
-17.5,-63.75,2022,320,50.29
-17.5,-63.125,2022,320,53.2
-17.5,-62.5,2022,320,54.85
-17.0,-63.75,2022,320,54.52
-17.0,-63.125,2022,320,54.47
-17.0,-62.5,2022,320,55.12
-16.5,-63.75,2022,320,56.6
-16.5,-63.125,2022,320,54.13
-16.5,-62.5,2022,320,55.5
-18.5,-63.75,2022,321,50.22
-18.5,-63.125,2022,321,39.75
-18.5,-62.5,2022,321,35.0
-18.0,-63.75,2022,321,50.83
-18.0,-63.125,2022,321,40.41
-18.0,-62.5,2022,321,37.47
-17.5,-63.75,2022,321,41.92
-17.5,-63.125,2022,321,41.43
-17.5,-62.5,2022,321,42.94
-17.0,-63.75,2022,321,48.74
-17.0,-63.125,2022,321,42.97
-17.0,-62.5,2022,321,46.39
-16.5,-63.75,2022,321,49.34
-16.5,-63.125,2022,321,45.92
-16.5,-62.5,2022,321,45.85
-18.5,-63.75,2022,322,43.06
-18.5,-63.125,2022,322,36.16
-18.5,-62.5,2022,322,35.39
-18.0,-63.75,2022,322,46.39
-18.0,-63.125,2022,322,36.62
-18.0,-62.5,2022,322,39.48
-17.5,-63.75,2022,322,40.2
-17.5,-63.125,2022,322,40.51
-17.5,-62.5,2022,322,45.36
-17.0,-63.75,2022,322,44.34
-17.0,-63.125,2022,322,42.01
-17.0,-62.5,2022,322,47.23
-16.5,-63.75,2022,322,45.65
-16.5,-63.125,2022,322,42.19
-16.5,-62.5,2022,322,46.12
-18.5,-63.75,2022,323,46.83
-18.5,-63.125,2022,323,37.56
-18.5,-62.5,2022,323,36.0
-18.0,-63.75,2022,323,51.13
-18.0,-63.125,2022,323,39.37
-18.0,-62.5,2022,323,38.81
-17.5,-63.75,2022,323,42.94
-17.5,-63.125,2022,323,41.66
-17.5,-62.5,2022,323,42.56
-17.0,-63.75,2022,323,46.08
-17.0,-63.125,2022,323,42.25
-17.0,-62.5,2022,323,43.86
-16.5,-63.75,2022,323,46.26
-16.5,-63.125,2022,323,41.45
-16.5,-62.5,2022,323,46.84
-18.5,-63.75,2022,324,59.37
-18.5,-63.125,2022,324,45.19
-18.5,-62.5,2022,324,42.57
-18.0,-63.75,2022,324,60.04
-18.0,-63.125,2022,324,46.88
-18.0,-62.5,2022,324,44.13
-17.5,-63.75,2022,324,50.18
-17.5,-63.125,2022,324,47.47
-17.5,-62.5,2022,324,46.91
