-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2022 through 10/03/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
LAT,LON,YEAR,DOY,QV2M
-18.5,-63.75,2022,281,10.06
-18.5,-63.125,2022,281,11.38
-18.5,-62.5,2022,281,11.56
-18.0,-63.75,2022,281,11.04
-18.0,-63.125,2022,281,11.87
-18.0,-62.5,2022,281,11.91
-17.5,-63.75,2022,281,12.02
-17.5,-63.125,2022,281,12.34
-17.5,-62.5,2022,281,12.12
-17.0,-63.75,2022,281,12.6
-17.0,-63.125,2022,281,12.48
-17.0,-62.5,2022,281,12.2
-16.5,-63.75,2022,281,13.13
-16.5,-63.125,2022,281,12.51
-16.5,-62.5,2022,281,12.5
-18.5,-63.75,2022,282,7.66
-18.5,-63.125,2022,282,8.1
-18.5,-62.5,2022,282,8.6
-18.0,-63.75,2022,282,9.04
-18.0,-63.125,2022,282,8.87
-18.0,-62.5,2022,282,9.2
-17.5,-63.75,2022,282,10.37
-17.5,-63.125,2022,282,9.82
-17.5,-62.5,2022,282,9.78
-17.0,-63.75,2022,282,11.05
-17.0,-63.125,2022,282,10.37
-17.0,-62.5,2022,282,10.28
-16.5,-63.75,2022,282,11.62
-16.5,-63.125,2022,282,10.65
-16.5,-62.5,2022,282,11.0
-18.5,-63.75,2022,283,8.68
-18.5,-63.125,2022,283,9.26
-18.5,-62.5,2022,283,9.71
-18.0,-63.75,2022,283,9.26
-18.0,-63.125,2022,283,9.57
-18.0,-62.5,2022,283,10.14
-17.5,-63.75,2022,283,9.78
-17.5,-63.125,2022,283,9.95
-17.5,-62.5,2022,283,10.57
-17.0,-63.75,2022,283,10.35
-17.0,-63.125,2022,283,10.16
-17.0,-62.5,2022,283,10.89
-16.5,-63.75,2022,283,10.53
-16.5,-63.125,2022,283,10.37
-16.5,-62.5,2022,283,11.11
-18.5,-63.75,2022,284,11.9
-18.5,-63.125,2022,284,13.76
-18.5,-62.5,2022,284,14.78
-18.0,-63.75,2022,284,13.02
-18.0,-63.125,2022,284,14.31
-18.0,-62.5,2022,284,15.42
-17.5,-63.75,2022,284,13.95
-17.5,-63.125,2022,284,15.12
-17.5,-62.5,2022,284,15.68
-17.0,-63.75,2022,284,14.54
-17.0,-63.125,2022,284,14.97
-17.0,-62.5,2022,284,15.4
-16.5,-63.75,2022,284,14.71
-16.5,-63.125,2022,284,14.48
-16.5,-62.5,2022,284,15.29
-18.5,-63.75,2022,285,10.99
-18.5,-63.125,2022,285,12.64
-18.5,-62.5,2022,285,13.09
-18.0,-63.75,2022,285,12.59
-18.0,-63.125,2022,285,13.5
-18.0,-62.5,2022,285,13.9
-17.5,-63.75,2022,285,14.69
-17.5,-63.125,2022,285,14.51
-17.5,-62.5,2022,285,14.5
-17.0,-63.75,2022,285,15.53
-17.0,-63.125,2022,285,14.96
-17.0,-62.5,2022,285,14.71
-16.5,-63.75,2022,285,16.41
-16.5,-63.125,2022,285,15.46
-16.5,-62.5,2022,285,15.21
-18.5,-63.75,2022,286,10.58
-18.5,-63.125,2022,286,12.28
-18.5,-62.5,2022,286,12.41
-18.0,-63.75,2022,286,11.63
-18.0,-63.125,2022,286,12.84
-18.0,-62.5,2022,286,13.26
-17.5,-63.75,2022,286,13.18
-17.5,-63.125,2022,286,13.5
-17.5,-62.5,2022,286,13.9
-17.0,-63.75,2022,286,14.13
-17.0,-63.125,2022,286,14.04
-17.0,-62.5,2022,286,14.52
-16.5,-63.75,2022,286,15.83
-16.5,-63.125,2022,286,15.48
-16.5,-62.5,2022,286,15.53
-18.5,-63.75,2022,287,10.42
-18.5,-63.125,2022,287,12.16
-18.5,-62.5,2022,287,12.36
-18.0,-63.75,2022,287,10.85
-18.0,-63.125,2022,287,12.64
-18.0,-62.5,2022,287,13.19
-17.5,-63.75,2022,287,12.15
-17.5,-63.125,2022,287,13.44
-17.5,-62.5,2022,287,13.86
-17.0,-63.75,2022,287,13.36
-17.0,-63.125,2022,287,13.88
-17.0,-62.5,2022,287,14.21
-16.5,-63.75,2022,287,13.85
-16.5,-63.125,2022,287,14.09
-16.5,-62.5,2022,287,14.48
-18.5,-63.75,2022,288,9.49
-18.5,-63.125,2022,288,10.86
-18.5,-62.5,2022,288,11.68
-18.0,-63.75,2022,288,10.41
-18.0,-63.125,2022,288,11.42
-18.0,-62.5,2022,288,12.13
-17.5,-63.75,2022,288,11.2
-17.5,-63.125,2022,288,12.15
-17.5,-62.5,2022,288,12.66
-17.0,-63.75,2022,288,11.99
-17.0,-63.125,2022,288,12.43
-17.0,-62.5,2022,288,12.84
-16.5,-63.75,2022,288,12.43
-16.5,-63.125,2022,288,12.41
-16.5,-62.5,2022,288,13.1
-18.5,-63.75,2022,289,11.7
-18.5,-63.125,2022,289,13.28
-18.5,-62.5,2022,289,13.91
-18.0,-63.75,2022,289,12.22
-18.0,-63.125,2022,289,13.71
-18.0,-62.5,2022,289,14.18
-17.5,-63.75,2022,289,13.09
-17.5,-63.125,2022,289,14.02
-17.5,-62.5,2022,289,14.53
-17.0,-63.75,2022,289,13.89
-17.0,-63.125,2022,289,14.14
-17.0,-62.5,2022,289,14.44
-16.5,-63.75,2022,289,14.05
-16.5,-63.125,2022,289,13.74
-16.5,-62.5,2022,289,14.29
-18.5,-63.75,2022,290,13.19
-18.5,-63.125,2022,290,14.64
-18.5,-62.5,2022,290,14.61
-18.0,-63.75,2022,290,13.34
-18.0,-63.125,2022,290,14.31
-18.0,-62.5,2022,290,14.34
-17.5,-63.75,2022,290,14.06
-17.5,-63.125,2022,290,14.56
-17.5,-62.5,2022,290,14.6
-17.0,-63.75,2022,290,14.32
-17.0,-63.125,2022,290,14.15
-17.0,-62.5,2022,290,14.23
-16.5,-63.75,2022,290,14.3
-16.5,-63.125,2022,290,13.53
-16.5,-62.5,2022,290,14.08
-18.5,-63.75,2022,291,13.31
-18.5,-63.125,2022,291,15.36
-18.5,-62.5,2022,291,15.77
-18.0,-63.75,2022,291,13.92
-18.0,-63.125,2022,291,14.86
-18.0,-62.5,2022,291,15.33
-17.5,-63.75,2022,291,14.99
-17.5,-63.125,2022,291,14.9
-17.5,-62.5,2022,291,14.96
-17.0,-63.75,2022,291,15.51
-17.0,-63.125,2022,291,14.52
-17.0,-62.5,2022,291,14.47
-16.5,-63.75,2022,291,14.96
-16.5,-63.125,2022,291,14.13
-16.5,-62.5,2022,291,14.5
-18.5,-63.75,2022,292,13.28
-18.5,-63.125,2022,292,15.05
-18.5,-62.5,2022,292,15.4
-18.0,-63.75,2022,292,14.28
-18.0,-63.125,2022,292,15.23
-18.0,-62.5,2022,292,15.58
-17.5,-63.75,2022,292,15.62
-17.5,-63.125,2022,292,15.56
-17.5,-62.5,2022,292,15.64
-17.0,-63.75,2022,292,16.02
-17.0,-63.125,2022,292,15.73
-17.0,-62.5,2022,292,15.62
-16.5,-63.75,2022,292,16.34
-16.5,-63.125,2022,292,15.91
-16.5,-62.5,2022,292,16.02
-18.5,-63.75,2022,293,12.88
-18.5,-63.125,2022,293,15.33
-18.5,-62.5,2022,293,15.59
-18.0,-63.75,2022,293,14.9
-18.0,-63.125,2022,293,15.9
-18.0,-62.5,2022,293,15.93
-17.5,-63.75,2022,293,16.48
-17.5,-63.125,2022,293,16.24
-17.5,-62.5,2022,293,16.02
-17.0,-63.75,2022,293,16.75
-17.0,-63.125,2022,293,16.15
-17.0,-62.5,2022,293,15.82
-16.5,-63.75,2022,293,16.95
-16.5,-63.125,2022,293,16.16
-16.5,-62.5,2022,293,16.16
-18.5,-63.75,2022,294,9.03
-18.5,-63.125,2022,294,10.47
-18.5,-62.5,2022,294,10.86
-18.0,-63.75,2022,294,9.94
-18.0,-63.125,2022,294,11.1
-18.0,-62.5,2022,294,11.58
-17.5,-63.75,2022,294,11.36
-17.5,-63.125,2022,294,11.98
-17.5,-62.5,2022,294,12.16
-17.0,-63.75,2022,294,12.42
-17.0,-63.125,2022,294,12.72
-17.0,-62.5,2022,294,12.82
-16.5,-63.75,2022,294,13.82
-16.5,-63.125,2022,294,13.78
-16.5,-62.5,2022,294,13.79
-18.5,-63.75,2022,295,8.82
-18.5,-63.125,2022,295,10.49
-18.5,-62.5,2022,295,11.3
-18.0,-63.75,2022,295,9.54
-18.0,-63.125,2022,295,10.9
-18.0,-62.5,2022,295,11.81
-17.5,-63.75,2022,295,10.69
-17.5,-63.125,2022,295,11.8
-17.5,-62.5,2022,295,12.49
-17.0,-63.75,2022,295,11.63
-17.0,-63.125,2022,295,12.52
-17.0,-62.5,2022,295,12.92
-16.5,-63.75,2022,295,13.32
-16.5,-63.125,2022,295,13.75
-16.5,-62.5,2022,295,13.67
-18.5,-63.75,2022,296,9.83
-18.5,-63.125,2022,296,11.11
-18.5,-62.5,2022,296,11.25
-18.0,-63.75,2022,296,10.15
-18.0,-63.125,2022,296,11.36
-18.0,-62.5,2022,296,11.94
-17.5,-63.75,2022,296,10.85
-17.5,-63.125,2022,296,12.11
-17.5,-62.5,2022,296,12.89
-17.0,-63.75,2022,296,12.1
-17.0,-63.125,2022,296,12.97
-17.0,-62.5,2022,296,13.47
-16.5,-63.75,2022,296,13.78
-16.5,-63.125,2022,296,13.62
-16.5,-62.5,2022,296,14.05
-18.5,-63.75,2022,297,9.91
-18.5,-63.125,2022,297,11.6
-18.5,-62.5,2022,297,12.55
-18.0,-63.75,2022,297,10.88
-18.0,-63.125,2022,297,12.44
-18.0,-62.5,2022,297,13.46
-17.5,-63.75,2022,297,12.31
-17.5,-63.125,2022,297,13.69
-17.5,-62.5,2022,297,14.25
-17.0,-63.75,2022,297,13.98
-17.0,-63.125,2022,297,14.46
-17.0,-62.5,2022,297,14.55
-16.5,-63.75,2022,297,15.34
-16.5,-63.125,2022,297,14.77
-16.5,-62.5,2022,297,15.07
-18.5,-63.75,2022,298,12.63
-18.5,-63.125,2022,298,14.52
-18.5,-62.5,2022,298,15.5
-18.0,-63.75,2022,298,13.98
-18.0,-63.125,2022,298,15.21
-18.0,-62.5,2022,298,15.88
-17.5,-63.75,2022,298,15.34
-17.5,-63.125,2022,298,15.94
-17.5,-62.5,2022,298,15.97
-17.0,-63.75,2022,298,16.6
-17.0,-63.125,2022,298,16.31
-17.0,-62.5,2022,298,15.82
-16.5,-63.75,2022,298,17.54
-16.5,-63.125,2022,298,16.55
-16.5,-62.5,2022,298,16.03
-18.5,-63.75,2022,299,14.61
-18.5,-63.125,2022,299,16.3
-18.5,-62.5,2022,299,16.22
-18.0,-63.75,2022,299,16.0
-18.0,-63.125,2022,299,16.82
-18.0,-62.5,2022,299,16.62
-17.5,-63.75,2022,299,17.33
-17.5,-63.125,2022,299,17.26
-17.5,-62.5,2022,299,16.75
-17.0,-63.75,2022,299,17.62
-17.0,-63.125,2022,299,17.2
-17.0,-62.5,2022,299,16.63
-16.5,-63.75,2022,299,17.88
-16.5,-63.125,2022,299,17.13
-16.5,-62.5,2022,299,16.8
-18.5,-63.75,2022,300,11.84
-18.5,-63.125,2022,300,13.19
-18.5,-62.5,2022,300,14.05
-18.0,-63.75,2022,300,12.99
-18.0,-63.125,2022,300,13.98
-18.0,-62.5,2022,300,14.26
-17.5,-63.75,2022,300,15.43
-17.5,-63.125,2022,300,15.43
-17.5,-62.5,2022,300,15.07
-17.0,-63.75,2022,300,16.9
-17.0,-63.125,2022,300,15.88
-17.0,-62.5,2022,300,15.26
-16.5,-63.75,2022,300,17.34
-16.5,-63.125,2022,300,15.16
-16.5,-62.5,2022,300,15.0
-18.5,-63.75,2022,301,10.77
-18.5,-63.125,2022,301,11.89
-18.5,-62.5,2022,301,13.34
-18.0,-63.75,2022,301,11.76
-18.0,-63.125,2022,301,12.59
-18.0,-62.5,2022,301,13.7
-17.5,-63.75,2022,301,13.07
-17.5,-63.125,2022,301,13.82
-17.5,-62.5,2022,301,14.88
-17.0,-63.75,2022,301,14.88
-17.0,-63.125,2022,301,14.94
-17.0,-62.5,2022,301,15.47
-16.5,-63.75,2022,301,16.06
-16.5,-63.125,2022,301,15.52
-16.5,-62.5,2022,301,15.95
-18.5,-63.75,2022,302,13.34
-18.5,-63.125,2022,302,15.42
-18.5,-62.5,2022,302,16.22
-18.0,-63.75,2022,302,14.57
-18.0,-63.125,2022,302,16.15
-18.0,-62.5,2022,302,16.58
-17.5,-63.75,2022,302,16.2
-17.5,-63.125,2022,302,16.82
-17.5,-62.5,2022,302,16.62
-17.0,-63.75,2022,302,17.02
-17.0,-63.125,2022,302,16.88
-17.0,-62.5,2022,302,16.38
-16.5,-63.75,2022,302,17.42
-16.5,-63.125,2022,302,16.86
-16.5,-62.5,2022,302,16.31
-18.5,-63.75,2022,303,13.68
-18.5,-63.125,2022,303,16.12
-18.5,-62.5,2022,303,16.46
-18.0,-63.75,2022,303,15.75
-18.0,-63.125,2022,303,16.79
-18.0,-62.5,2022,303,16.73
-17.5,-63.75,2022,303,17.24
-17.5,-63.125,2022,303,17.12
-17.5,-62.5,2022,303,16.7
-17.0,-63.75,2022,303,17.45
-17.0,-63.125,2022,303,17.03
-17.0,-62.5,2022,303,16.55
-16.5,-63.75,2022,303,17.55
-16.5,-63.125,2022,303,16.97
-16.5,-62.5,2022,303,16.66
-18.5,-63.75,2022,304,7.08
-18.5,-63.125,2022,304,8.09
-18.5,-62.5,2022,304,8.23
-18.0,-63.75,2022,304,8.16
-18.0,-63.125,2022,304,9.15
-18.0,-62.5,2022,304,9.3
-17.5,-63.75,2022,304,9.95
-17.5,-63.125,2022,304,10.02
-17.5,-62.5,2022,304,9.8
-17.0,-63.75,2022,304,10.74
-17.0,-63.125,2022,304,10.44
-17.0,-62.5,2022,304,9.99
-16.5,-63.75,2022,304,11.02
-16.5,-63.125,2022,304,10.56
-16.5,-62.5,2022,304,10.43
-18.5,-63.75,2022,305,3.49
-18.5,-63.125,2022,305,3.81
-18.5,-62.5,2022,305,3.93
-18.0,-63.75,2022,305,3.79
-18.0,-63.125,2022,305,4.06
-18.0,-62.5,2022,305,4.27
-17.5,-63.75,2022,305,4.1
-17.5,-63.125,2022,305,4.44
-17.5,-62.5,2022,305,4.53
-17.0,-63.75,2022,305,4.2
-17.0,-63.125,2022,305,4.67
-17.0,-62.5,2022,305,4.56
-16.5,-63.75,2022,305,4.44
-16.5,-63.125,2022,305,4.39
-16.5,-62.5,2022,305,4.88
-18.5,-63.75,2022,306,3.12
-18.5,-63.125,2022,306,3.68
-18.5,-62.5,2022,306,3.95
-18.0,-63.75,2022,306,3.48
-18.0,-63.125,2022,306,3.95
-18.0,-62.5,2022,306,4.26
-17.5,-63.75,2022,306,3.87
-17.5,-63.125,2022,306,4.45
-17.5,-62.5,2022,306,4.52
-17.0,-63.75,2022,306,3.94
-17.0,-63.125,2022,306,4.56
-17.0,-62.5,2022,306,4.38
-16.5,-63.75,2022,306,4.21
-16.5,-63.125,2022,306,4.12
-16.5,-62.5,2022,306,4.54
-18.5,-63.75,2022,307,3.55
-18.5,-63.125,2022,307,4.31
-18.5,-62.5,2022,307,4.81
-18.0,-63.75,2022,307,3.98
-18.0,-63.125,2022,307,4.69
-18.0,-62.5,2022,307,5.13
-17.5,-63.75,2022,307,4.62
-17.5,-63.125,2022,307,5.21
-17.5,-62.5,2022,307,5.35
-17.0,-63.75,2022,307,4.91
-17.0,-63.125,2022,307,5.21
-17.0,-62.5,2022,307,5.18
-16.5,-63.75,2022,307,4.99
-16.5,-63.125,2022,307,4.71
-16.5,-62.5,2022,307,5.13
-18.5,-63.75,2022,308,4.64
-18.5,-63.125,2022,308,6.02
-18.5,-62.5,2022,308,7.2
-18.0,-63.75,2022,308,5.24
-18.0,-63.125,2022,308,6.26
-18.0,-62.5,2022,308,7.46
-17.5,-63.75,2022,308,5.91
-17.5,-63.125,2022,308,6.81
-17.5,-62.5,2022,308,7.85
-17.0,-63.75,2022,308,6.61
-17.0,-63.125,2022,308,7.1
-17.0,-62.5,2022,308,7.85
-16.5,-63.75,2022,308,6.8
-16.5,-63.125,2022,308,6.74
-16.5,-62.5,2022,308,7.65
-18.5,-63.75,2022,309,6.69
-18.5,-63.125,2022,309,7.69
-18.5,-62.5,2022,309,7.8
-18.0,-63.75,2022,309,7.25
-18.0,-63.125,2022,309,7.92
-18.0,-62.5,2022,309,8.14
-17.5,-63.75,2022,309,7.68
-17.5,-63.125,2022,309,8.3
-17.5,-62.5,2022,309,8.46
-17.0,-63.75,2022,309,8.1
-17.0,-63.125,2022,309,8.35
-17.0,-62.5,2022,309,8.36
-16.5,-63.75,2022,309,8.26
-16.5,-63.125,2022,309,7.89
-16.5,-62.5,2022,309,8.52
-18.5,-63.75,2022,310,7.53
-18.5,-63.125,2022,310,8.17
-18.5,-62.5,2022,310,7.85
-18.0,-63.75,2022,310,8.02
-18.0,-63.125,2022,310,8.34
-18.0,-62.5,2022,310,8.35
-17.5,-63.75,2022,310,8.4
-17.5,-63.125,2022,310,8.55
-17.5,-62.5,2022,310,8.93
-17.0,-63.75,2022,310,8.65
-17.0,-63.125,2022,310,8.58
-17.0,-62.5,2022,310,8.96
-16.5,-63.75,2022,310,8.71
-16.5,-63.125,2022,310,8.21
-16.5,-62.5,2022,310,8.81
-18.5,-63.75,2022,311,8.12
-18.5,-63.125,2022,311,8.64
-18.5,-62.5,2022,311,8.11
-18.0,-63.75,2022,311,8.71
-18.0,-63.125,2022,311,8.84
-18.0,-62.5,2022,311,8.59
-17.5,-63.75,2022,311,8.84
-17.5,-63.125,2022,311,9.12
-17.5,-62.5,2022,311,9.19
-17.0,-63.75,2022,311,9.24
-17.0,-63.125,2022,311,9.14
-17.0,-62.5,2022,311,9.2
-16.5,-63.75,2022,311,9.59
-16.5,-63.125,2022,311,8.92
-16.5,-62.5,2022,311,9.46
-18.5,-63.75,2022,312,8.49
-18.5,-63.125,2022,312,9.29
-18.5,-62.5,2022,312,8.78
-18.0,-63.75,2022,312,8.99
-18.0,-63.125,2022,312,9.5
-18.0,-62.5,2022,312,9.34
-17.5,-63.75,2022,312,9.61
-17.5,-63.125,2022,312,10.17
-17.5,-62.5,2022,312,10.03
-17.0,-63.75,2022,312,10.9
-17.0,-63.125,2022,312,10.45
-17.0,-62.5,2022,312,10.29
-16.5,-63.75,2022,312,10.51
-16.5,-63.125,2022,312,10.23
-16.5,-62.5,2022,312,10.46
-18.5,-63.75,2022,313,9.37
-18.5,-63.125,2022,313,10.38
-18.5,-62.5,2022,313,10.52
-18.0,-63.75,2022,313,10.2
-18.0,-63.125,2022,313,10.75
-18.0,-62.5,2022,313,10.88
-17.5,-63.75,2022,313,11.06
-17.5,-63.125,2022,313,11.42
-17.5,-62.5,2022,313,11.36
-17.0,-63.75,2022,313,12.19
-17.0,-63.125,2022,313,11.54
-17.0,-62.5,2022,313,11.17
-16.5,-63.75,2022,313,12.02
-16.5,-63.125,2022,313,11.03
-16.5,-62.5,2022,313,11.31
-18.5,-63.75,2022,314,11.67
-18.5,-63.125,2022,314,12.84
-18.5,-62.5,2022,314,12.49
-18.0,-63.75,2022,314,12.79
-18.0,-63.125,2022,314,13.16
-18.0,-62.5,2022,314,12.67
-17.5,-63.75,2022,314,13.57
-17.5,-63.125,2022,314,13.35
-17.5,-62.5,2022,314,12.68
-17.0,-63.75,2022,314,14.03
-17.0,-63.125,2022,314,13.12
-17.0,-62.5,2022,314,12.36
-16.5,-63.75,2022,314,13.93
-16.5,-63.125,2022,314,12.72
-16.5,-62.5,2022,314,12.67
-18.5,-63.75,2022,315,12.91
-18.5,-63.125,2022,315,14.55
-18.5,-62.5,2022,315,14.61
-18.0,-63.75,2022,315,14.35
-18.0,-63.125,2022,315,14.94
-18.0,-62.5,2022,315,14.8
-17.5,-63.75,2022,315,15.31
-17.5,-63.125,2022,315,15.14
-17.5,-62.5,2022,315,14.88
-17.0,-63.75,2022,315,15.36
-17.0,-63.125,2022,315,14.96
-17.0,-62.5,2022,315,14.77
-16.5,-63.75,2022,315,15.22
-16.5,-63.125,2022,315,14.59
-16.5,-62.5,2022,315,14.91
-18.5,-63.75,2022,316,13.26
-18.5,-63.125,2022,316,14.3
-18.5,-62.5,2022,316,14.28
-18.0,-63.75,2022,316,14.29
-18.0,-63.125,2022,316,14.67
-18.0,-62.5,2022,316,14.52
-17.5,-63.75,2022,316,15.15
-17.5,-63.125,2022,316,14.82
-17.5,-62.5,2022,316,14.68
-17.0,-63.75,2022,316,15.25
-17.0,-63.125,2022,316,14.74
-17.0,-62.5,2022,316,14.7
-16.5,-63.75,2022,316,15.0
-16.5,-63.125,2022,316,14.66
-16.5,-62.5,2022,316,14.82
-18.5,-63.75,2022,317,12.1
-18.5,-63.125,2022,317,14.53
-18.5,-62.5,2022,317,15.07
-18.0,-63.75,2022,317,14.57
-18.0,-63.125,2022,317,15.21
-18.0,-62.5,2022,317,15.34
-17.5,-63.75,2022,317,15.68
-17.5,-63.125,2022,317,15.58
-17.5,-62.5,2022,317,15.4
-17.0,-63.75,2022,317,15.43
-17.0,-63.125,2022,317,15.34
-17.0,-62.5,2022,317,15.03
-16.5,-63.75,2022,317,15.14
-16.5,-63.125,2022,317,14.72
-16.5,-62.5,2022,317,14.83
-18.5,-63.75,2022,318,11.79
-18.5,-63.125,2022,318,12.31
-18.5,-62.5,2022,318,12.44
-18.0,-63.75,2022,318,12.75
-18.0,-63.125,2022,318,13.05
-18.0,-62.5,2022,318,13.56
-17.5,-63.75,2022,318,14.4
-17.5,-63.125,2022,318,14.21
-17.5,-62.5,2022,318,14.8
-17.0,-63.75,2022,318,15.46
-17.0,-63.125,2022,318,15.51
-17.0,-62.5,2022,318,15.75
-16.5,-63.75,2022,318,16.48
-16.5,-63.125,2022,318,16.2
-16.5,-62.5,2022,318,16.39
-18.5,-63.75,2022,319,9.62
-18.5,-63.125,2022,319,10.67
-18.5,-62.5,2022,319,11.3
-18.0,-63.75,2022,319,10.28
-18.0,-63.125,2022,319,11.29
-18.0,-62.5,2022,319,12.11
-17.5,-63.75,2022,319,11.36
-17.5,-63.125,2022,319,12.33
-17.5,-62.5,2022,319,13.2
-17.0,-63.75,2022,319,13.01
-17.0,-63.125,2022,319,13.68
-17.0,-62.5,2022,319,14.51
-16.5,-63.75,2022,319,14.34
-16.5,-63.125,2022,319,14.96
-16.5,-62.5,2022,319,15.5
-18.5,-63.75,2022,320,11.29
-18.5,-63.125,2022,320,12.33
-18.5,-62.5,2022,320,11.45
-18.0,-63.75,2022,320,11.88
-18.0,-63.125,2022,320,12.7
-18.0,-62.5,2022,320,12.28
-17.5,-63.75,2022,320,12.5
-17.5,-63.125,2022,320,13.2
-17.5,-62.5,2022,320,13.34
-17.0,-63.75,2022,320,13.75
-17.0,-63.125,2022,320,13.78
-17.0,-62.5,2022,320,13.58
-16.5,-63.75,2022,320,14.51
-16.5,-63.125,2022,320,13.82
-16.5,-62.5,2022,320,13.65
-18.5,-63.75,2022,321,10.18
-18.5,-63.125,2022,321,9.9
-18.5,-62.5,2022,321,8.65
-18.0,-63.75,2022,321,10.52
-18.0,-63.125,2022,321,10.14
-18.0,-62.5,2022,321,9.28
-17.5,-63.75,2022,321,10.75
-17.5,-63.125,2022,321,10.46
-17.5,-62.5,2022,321,10.39
-17.0,-63.75,2022,321,12.26
-17.0,-63.125,2022,321,11.39
-17.0,-62.5,2022,321,11.41
-16.5,-63.75,2022,321,12.73
-16.5,-63.125,2022,321,12.2
-16.5,-62.5,2022,321,11.7
-18.5,-63.75,2022,322,9.03
-18.5,-63.125,2022,322,9.38
-18.5,-62.5,2022,322,9.08
-18.0,-63.75,2022,322,9.91
-18.0,-63.125,2022,322,9.76
-18.0,-62.5,2022,322,10.0
-17.5,-63.75,2022,322,10.73
-17.5,-63.125,2022,322,10.73
-17.5,-62.5,2022,322,11.33
-17.0,-63.75,2022,322,11.86
-17.0,-63.125,2022,322,11.53
-17.0,-62.5,2022,322,11.86
-16.5,-63.75,2022,322,12.06
-16.5,-63.125,2022,322,11.66
-16.5,-62.5,2022,322,11.77
-18.5,-63.75,2022,323,10.2
-18.5,-63.125,2022,323,10.65
-18.5,-62.5,2022,323,10.81
-18.0,-63.75,2022,323,11.07
-18.0,-63.125,2022,323,11.12
-18.0,-62.5,2022,323,11.36
-17.5,-63.75,2022,323,11.67
-17.5,-63.125,2022,323,11.79
-17.5,-62.5,2022,323,11.92
-17.0,-63.75,2022,323,12.57
-17.0,-63.125,2022,323,12.14
-17.0,-62.5,2022,323,12.1
-16.5,-63.75,2022,323,12.85
-16.5,-63.125,2022,323,12.2
-16.5,-62.5,2022,323,12.51
-18.5,-63.75,2022,324,12.88
-18.5,-63.125,2022,324,13.04
-18.5,-62.5,2022,324,13.18
-18.0,-63.75,2022,324,13.35
-18.0,-63.125,2022,324,13.38
-18.0,-62.5,2022,324,13.61
-17.5,-63.75,2022,324,13.96
-17.5,-63.125,2022,324,13.92
-17.5,-62.5,2022,324,14.07
