-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2023 through 10/03/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
LAT,LON,YEAR,DOY,QV2M
-18.0,-63.75,2023,282,10.54
-18.0,-63.125,2023,282,10.47
-18.0,-62.5,2023,282,11.89
-17.5,-63.75,2023,282,11.01
-17.5,-63.125,2023,282,10.96
-17.5,-62.5,2023,282,12.61
-17.0,-63.75,2023,282,11.51
-17.0,-63.125,2023,282,11.66
-17.0,-62.5,2023,282,13.05
-16.5,-63.75,2023,282,11.68
-16.5,-63.125,2023,282,11.95
-16.5,-62.5,2023,282,13.47
-18.5,-63.75,2023,283,11.82
-18.5,-63.125,2023,283,12.61
-18.5,-62.5,2023,283,13.29
-18.0,-63.75,2023,283,12.58
-18.0,-63.125,2023,283,12.96
-18.0,-62.5,2023,283,13.64
-17.5,-63.75,2023,283,13.07
-17.5,-63.125,2023,283,13.47
-17.5,-62.5,2023,283,13.87
-17.0,-63.75,2023,283,13.97
-17.0,-63.125,2023,283,13.85
-17.0,-62.5,2023,283,13.89
-16.5,-63.75,2023,283,13.97
-16.5,-63.125,2023,283,13.71
-16.5,-62.5,2023,283,14.42
-18.5,-63.75,2023,284,12.28
-18.5,-63.125,2023,284,13.09
-18.5,-62.5,2023,284,13.94
-18.0,-63.75,2023,284,13.03
-18.0,-63.125,2023,284,13.56
-18.0,-62.5,2023,284,14.34
-17.5,-63.75,2023,284,13.89
-17.5,-63.125,2023,284,14.16
-17.5,-62.5,2023,284,14.53
-17.0,-63.75,2023,284,14.56
-17.0,-63.125,2023,284,14.35
-17.0,-62.5,2023,284,14.4
-16.5,-63.75,2023,284,14.5
-16.5,-63.125,2023,284,14.26
-16.5,-62.5,2023,284,14.86
-18.5,-63.75,2023,285,12.1
-18.5,-63.125,2023,285,10.78
-18.5,-62.5,2023,285,10.58
-18.0,-63.75,2023,285,13.28
-18.0,-63.125,2023,285,11.83
-18.0,-62.5,2023,285,11.82
-17.5,-63.75,2023,285,13.93
-17.5,-63.125,2023,285,12.67
-17.5,-62.5,2023,285,12.69
-17.0,-63.75,2023,285,14.23
-17.0,-63.125,2023,285,13.21
-17.0,-62.5,2023,285,13.22
-16.5,-63.75,2023,285,14.57
-16.5,-63.125,2023,285,13.44
-16.5,-62.5,2023,285,14.35
-18.5,-63.75,2023,286,8.14
-18.5,-63.125,2023,286,8.05
-18.5,-62.5,2023,286,8.35
-18.0,-63.75,2023,286,8.79
-18.0,-63.125,2023,286,8.42
-18.0,-62.5,2023,286,9.02
-17.5,-63.75,2023,286,8.94
-17.5,-63.125,2023,286,9.13
-17.5,-62.5,2023,286,9.67
-17.0,-63.75,2023,286,9.38
-17.0,-63.125,2023,286,9.68
-17.0,-62.5,2023,286,10.18
-16.5,-63.75,2023,286,9.93
-16.5,-63.125,2023,286,10.09
-16.5,-62.5,2023,286,11.06
-18.5,-63.75,2023,287,10.38
-18.5,-63.125,2023,287,10.67
-18.5,-62.5,2023,287,10.91
-18.0,-63.75,2023,287,10.74
-18.0,-63.125,2023,287,10.88
-18.0,-62.5,2023,287,11.21
-17.5,-63.75,2023,287,11.06
-17.5,-63.125,2023,287,11.3
-17.5,-62.5,2023,287,11.81
-17.0,-63.75,2023,287,11.67
-17.0,-63.125,2023,287,11.78
-17.0,-62.5,2023,287,12.2
-16.5,-63.75,2023,287,11.94
-16.5,-63.125,2023,287,12.23
-16.5,-62.5,2023,287,12.79
-18.5,-63.75,2023,288,9.9
-18.5,-63.125,2023,288,10.73
-18.5,-62.5,2023,288,12.23
-18.0,-63.75,2023,288,10.51
-18.0,-63.125,2023,288,11.09
-18.0,-62.5,2023,288,12.85
-17.5,-63.75,2023,288,11.05
-17.5,-63.125,2023,288,12.1
-17.5,-62.5,2023,288,13.48
-17.0,-63.75,2023,288,12.19
-17.0,-63.125,2023,288,12.89
-17.0,-62.5,2023,288,13.45
-16.5,-63.75,2023,288,12.74
-16.5,-63.125,2023,288,13.19
-16.5,-62.5,2023,288,13.89
-18.5,-63.75,2023,289,10.93
-18.5,-63.125,2023,289,12.13
-18.5,-62.5,2023,289,13.3
-18.0,-63.75,2023,289,11.92
-18.0,-63.125,2023,289,12.83
-18.0,-62.5,2023,289,13.71
-17.5,-63.75,2023,289,12.78
-17.5,-63.125,2023,289,13.63
-17.5,-62.5,2023,289,13.77
-17.0,-63.75,2023,289,13.64
-17.0,-63.125,2023,289,14.0
-17.0,-62.5,2023,289,13.42
-16.5,-63.75,2023,289,14.08
-16.5,-63.125,2023,289,14.02
-16.5,-62.5,2023,289,13.62
-18.5,-63.75,2023,290,12.01
-18.5,-63.125,2023,290,12.85
-18.5,-62.5,2023,290,13.32
-18.0,-63.75,2023,290,12.58
-18.0,-63.125,2023,290,13.16
-18.0,-62.5,2023,290,13.5
-17.5,-63.75,2023,290,13.09
-17.5,-63.125,2023,290,13.68
-17.5,-62.5,2023,290,13.52
-17.0,-63.75,2023,290,13.3
-17.0,-63.125,2023,290,13.73
-17.0,-62.5,2023,290,13.2
-16.5,-63.75,2023,290,13.63
-16.5,-63.125,2023,290,13.77
-16.5,-62.5,2023,290,13.45
-18.5,-63.75,2023,291,12.46
-18.5,-63.125,2023,291,13.68
-18.5,-62.5,2023,291,13.79
-18.0,-63.75,2023,291,12.8
-18.0,-63.125,2023,291,13.62
-18.0,-62.5,2023,291,13.98
-17.5,-63.75,2023,291,13.22
-17.5,-63.125,2023,291,13.69
-17.5,-62.5,2023,291,13.85
-17.0,-63.75,2023,291,13.05
-17.0,-63.125,2023,291,13.46
-17.0,-62.5,2023,291,13.35
-16.5,-63.75,2023,291,13.24
-16.5,-63.125,2023,291,13.5
-16.5,-62.5,2023,291,13.52
-18.5,-63.75,2023,292,11.42
-18.5,-63.125,2023,292,12.28
-18.5,-62.5,2023,292,12.54
-18.0,-63.75,2023,292,12.08
-18.0,-63.125,2023,292,12.55
-18.0,-62.5,2023,292,12.61
-17.5,-63.75,2023,292,12.48
-17.5,-63.125,2023,292,12.91
-17.5,-62.5,2023,292,12.58
-17.0,-63.75,2023,292,12.85
-17.0,-63.125,2023,292,12.88
-17.0,-62.5,2023,292,12.21
-16.5,-63.75,2023,292,13.13
-16.5,-63.125,2023,292,12.88
-16.5,-62.5,2023,292,12.49
-18.5,-63.75,2023,293,12.15
-18.5,-63.125,2023,293,13.06
-18.5,-62.5,2023,293,12.86
-18.0,-63.75,2023,293,12.76
-18.0,-63.125,2023,293,13.17
-18.0,-62.5,2023,293,12.77
-17.5,-63.75,2023,293,13.17
-17.5,-63.125,2023,293,13.24
-17.5,-62.5,2023,293,12.61
-17.0,-63.75,2023,293,13.19
-17.0,-63.125,2023,293,12.9
-17.0,-62.5,2023,293,12.25
-16.5,-63.75,2023,293,13.62
-16.5,-63.125,2023,293,12.86
-16.5,-62.5,2023,293,12.24
-18.5,-63.75,2023,294,10.52
-18.5,-63.125,2023,294,11.32
-18.5,-62.5,2023,294,11.24
-18.0,-63.75,2023,294,11.18
-18.0,-63.125,2023,294,11.49
-18.0,-62.5,2023,294,11.14
-17.5,-63.75,2023,294,11.83
-17.5,-63.125,2023,294,11.54
-17.5,-62.5,2023,294,10.85
-17.0,-63.75,2023,294,11.87
-17.0,-63.125,2023,294,11.28
-17.0,-62.5,2023,294,10.8
-16.5,-63.75,2023,294,11.9
-16.5,-63.125,2023,294,11.57
-16.5,-62.5,2023,294,11.28
-18.5,-63.75,2023,295,9.34
-18.5,-63.125,2023,295,10.29
-18.5,-62.5,2023,295,11.5
-18.0,-63.75,2023,295,9.96
-18.0,-63.125,2023,295,10.86
-18.0,-62.5,2023,295,11.87
-17.5,-63.75,2023,295,10.49
-17.5,-63.125,2023,295,11.56
-17.5,-62.5,2023,295,11.93
-17.0,-63.75,2023,295,10.95
-17.0,-63.125,2023,295,11.96
-17.0,-62.5,2023,295,11.86
-16.5,-63.75,2023,295,11.78
-16.5,-63.125,2023,295,12.32
-16.5,-62.5,2023,295,12.06
-18.5,-63.75,2023,296,8.86
-18.5,-63.125,2023,296,10.1
-18.5,-62.5,2023,296,11.39
-18.0,-63.75,2023,296,9.44
-18.0,-63.125,2023,296,10.66
-18.0,-62.5,2023,296,11.73
-17.5,-63.75,2023,296,10.1
-17.5,-63.125,2023,296,11.28
-17.5,-62.5,2023,296,11.77
-17.0,-63.75,2023,296,10.44
-17.0,-63.125,2023,296,11.5
-17.0,-62.5,2023,296,11.74
-16.5,-63.75,2023,296,10.96
-16.5,-63.125,2023,296,11.75
-16.5,-62.5,2023,296,12.04
-18.5,-63.75,2023,297,11.33
-18.5,-63.125,2023,297,11.36
-18.5,-62.5,2023,297,12.2
-18.0,-63.75,2023,297,12.19
-18.0,-63.125,2023,297,11.78
-18.0,-62.5,2023,297,12.56
-17.5,-63.75,2023,297,12.29
-17.5,-63.125,2023,297,12.21
-17.5,-62.5,2023,297,12.77
-17.0,-63.75,2023,297,12.11
-17.0,-63.125,2023,297,12.58
-17.0,-62.5,2023,297,12.77
-16.5,-63.75,2023,297,12.41
-16.5,-63.125,2023,297,12.94
-16.5,-62.5,2023,297,13.03
-18.5,-63.75,2023,298,13.27
-18.5,-63.125,2023,298,14.32
-18.5,-62.5,2023,298,14.22
-18.0,-63.75,2023,298,14.2
-18.0,-63.125,2023,298,14.03
-18.0,-62.5,2023,298,13.99
-17.5,-63.75,2023,298,14.66
-17.5,-63.125,2023,298,13.96
-17.5,-62.5,2023,298,13.63
-17.0,-63.75,2023,298,14.11
-17.0,-63.125,2023,298,13.69
-17.0,-62.5,2023,298,13.23
-16.5,-63.75,2023,298,13.67
-16.5,-63.125,2023,298,13.71
-16.5,-62.5,2023,298,13.42
-18.5,-63.75,2023,299,13.67
-18.5,-63.125,2023,299,14.11
-18.5,-62.5,2023,299,14.14
-18.0,-63.75,2023,299,14.38
-18.0,-63.125,2023,299,14.21
-18.0,-62.5,2023,299,14.0
-17.5,-63.75,2023,299,14.62
-17.5,-63.125,2023,299,14.38
-17.5,-62.5,2023,299,13.89
-17.0,-63.75,2023,299,14.3
-17.0,-63.125,2023,299,14.44
-17.0,-62.5,2023,299,13.81
-16.5,-63.75,2023,299,14.6
-16.5,-63.125,2023,299,14.56
-16.5,-62.5,2023,299,14.13
-18.5,-63.75,2023,300,14.04
-18.5,-63.125,2023,300,14.25
-18.5,-62.5,2023,300,14.2
-18.0,-63.75,2023,300,14.54
-18.0,-63.125,2023,300,14.42
-18.0,-62.5,2023,300,14.36
-17.5,-63.75,2023,300,14.64
-17.5,-63.125,2023,300,14.58
-17.5,-62.5,2023,300,14.36
-17.0,-63.75,2023,300,14.76
-17.0,-63.125,2023,300,14.72
-17.0,-62.5,2023,300,14.36
-16.5,-63.75,2023,300,15.06
-16.5,-63.125,2023,300,14.91
-16.5,-62.5,2023,300,14.55
-18.5,-63.75,2023,301,14.65
-18.5,-63.125,2023,301,14.81
-18.5,-62.5,2023,301,14.39
-18.0,-63.75,2023,301,15.05
-18.0,-63.125,2023,301,14.6
-18.0,-62.5,2023,301,14.27
-17.5,-63.75,2023,301,14.81
-17.5,-63.125,2023,301,14.38
-17.5,-62.5,2023,301,13.99
-17.0,-63.75,2023,301,14.46
-17.0,-63.125,2023,301,14.18
-17.0,-62.5,2023,301,13.77
-16.5,-63.75,2023,301,14.33
-16.5,-63.125,2023,301,14.08
-16.5,-62.5,2023,301,13.82
-18.5,-63.75,2023,302,12.23
-18.5,-63.125,2023,302,13.31
-18.5,-62.5,2023,302,13.75
-18.0,-63.75,2023,302,13.34
-18.0,-63.125,2023,302,13.78
-18.0,-62.5,2023,302,14.02
-17.5,-63.75,2023,302,13.87
-17.5,-63.125,2023,302,14.29
-17.5,-62.5,2023,302,14.16
-17.0,-63.75,2023,302,14.15
-17.0,-63.125,2023,302,14.75
-17.0,-62.5,2023,302,14.21
-16.5,-63.75,2023,302,14.51
-16.5,-63.125,2023,302,14.57
-16.5,-62.5,2023,302,14.68
-18.5,-63.75,2023,303,12.72
-18.5,-63.125,2023,303,13.27
-18.5,-62.5,2023,303,13.66
-18.0,-63.75,2023,303,13.62
-18.0,-63.125,2023,303,13.55
-18.0,-62.5,2023,303,13.82
-17.5,-63.75,2023,303,13.6
-17.5,-63.125,2023,303,13.75
-17.5,-62.5,2023,303,13.89
-17.0,-63.75,2023,303,13.64
-17.0,-63.125,2023,303,14.07
-17.0,-62.5,2023,303,14.05
-16.5,-63.75,2023,303,13.86
-16.5,-63.125,2023,303,14.1
-16.5,-62.5,2023,303,14.73
-18.5,-63.75,2023,304,13.57
-18.5,-63.125,2023,304,14.11
-18.5,-62.5,2023,304,13.87
-18.0,-63.75,2023,304,13.67
-18.0,-63.125,2023,304,13.88
-18.0,-62.5,2023,304,14.03
-17.5,-63.75,2023,304,13.57
-17.5,-63.125,2023,304,13.76
-17.5,-62.5,2023,304,14.16
-17.0,-63.75,2023,304,13.46
-17.0,-63.125,2023,304,13.91
-17.0,-62.5,2023,304,14.1
-16.5,-63.75,2023,304,13.93
-16.5,-63.125,2023,304,14.15
-16.5,-62.5,2023,304,14.77
-18.5,-63.75,2023,305,13.61
-18.5,-63.125,2023,305,14.53
-18.5,-62.5,2023,305,14.77
-18.0,-63.75,2023,305,14.32
-18.0,-63.125,2023,305,14.74
-18.0,-62.5,2023,305,14.83
-17.5,-63.75,2023,305,14.78
-17.5,-63.125,2023,305,14.89
-17.5,-62.5,2023,305,14.62
-17.0,-63.75,2023,305,15.08
-17.0,-63.125,2023,305,14.91
-17.0,-62.5,2023,305,14.37
-16.5,-63.75,2023,305,15.71
-16.5,-63.125,2023,305,15.1
-16.5,-62.5,2023,305,14.55
-18.5,-63.75,2023,306,12.77
-18.5,-63.125,2023,306,13.5
-18.5,-62.5,2023,306,14.12
-18.0,-63.75,2023,306,13.7
-18.0,-63.125,2023,306,13.95
-18.0,-62.5,2023,306,14.41
-17.5,-63.75,2023,306,14.15
-17.5,-63.125,2023,306,14.34
-17.5,-62.5,2023,306,14.57
-17.0,-63.75,2023,306,14.37
-17.0,-63.125,2023,306,14.71
-17.0,-62.5,2023,306,14.74
-16.5,-63.75,2023,306,14.69
-16.5,-63.125,2023,306,15.14
-16.5,-62.5,2023,306,15.03
-18.5,-63.75,2023,307,10.82
-18.5,-63.125,2023,307,10.58
-18.5,-62.5,2023,307,10.55
-18.0,-63.75,2023,307,11.3
-18.0,-63.125,2023,307,10.9
-18.0,-62.5,2023,307,10.94
-17.5,-63.75,2023,307,11.56
-17.5,-63.125,2023,307,11.27
-17.5,-62.5,2023,307,11.25
-17.0,-63.75,2023,307,11.96
-17.0,-63.125,2023,307,11.84
-17.0,-62.5,2023,307,11.62
-16.5,-63.75,2023,307,12.69
-16.5,-63.125,2023,307,12.48
-16.5,-62.5,2023,307,12.13
-18.5,-63.75,2023,308,6.54
-18.5,-63.125,2023,308,5.68
-18.5,-62.5,2023,308,5.58
-18.0,-63.75,2023,308,6.67
-18.0,-63.125,2023,308,5.77
-18.0,-62.5,2023,308,5.92
-17.5,-63.75,2023,308,6.42
-17.5,-63.125,2023,308,6.02
-17.5,-62.5,2023,308,6.53
-17.0,-63.75,2023,308,6.46
-17.0,-63.125,2023,308,6.54
-17.0,-62.5,2023,308,7.2
-16.5,-63.75,2023,308,7.1
-16.5,-63.125,2023,308,7.72
-16.5,-62.5,2023,308,7.92
-18.5,-63.75,2023,309,8.32
-18.5,-63.125,2023,309,8.19
-18.5,-62.5,2023,309,8.3
-18.0,-63.75,2023,309,8.68
-18.0,-63.125,2023,309,8.27
-18.0,-62.5,2023,309,8.4
-17.5,-63.75,2023,309,8.51
-17.5,-63.125,2023,309,8.37
-17.5,-62.5,2023,309,8.6
-17.0,-63.75,2023,309,8.69
-17.0,-63.125,2023,309,8.64
-17.0,-62.5,2023,309,8.98
-16.5,-63.75,2023,309,9.15
-16.5,-63.125,2023,309,9.24
-16.5,-62.5,2023,309,9.53
-18.5,-63.75,2023,310,10.02
-18.5,-63.125,2023,310,10.37
-18.5,-62.5,2023,310,11.01
-18.0,-63.75,2023,310,10.48
-18.0,-63.125,2023,310,10.46
-18.0,-62.5,2023,310,11.21
-17.5,-63.75,2023,310,10.57
-17.5,-63.125,2023,310,10.7
-17.5,-62.5,2023,310,11.38
-17.0,-63.75,2023,310,11.03
-17.0,-63.125,2023,310,11.21
-17.0,-62.5,2023,310,11.48
-16.5,-63.75,2023,310,11.62
-16.5,-63.125,2023,310,11.77
-16.5,-62.5,2023,310,11.8
-18.5,-63.75,2023,311,10.84
-18.5,-63.125,2023,311,11.07
-18.5,-62.5,2023,311,11.48
-18.0,-63.75,2023,311,11.14
-18.0,-63.125,2023,311,11.18
-18.0,-62.5,2023,311,11.61
-17.5,-63.75,2023,311,11.17
-17.5,-63.125,2023,311,11.37
-17.5,-62.5,2023,311,11.62
-17.0,-63.75,2023,311,11.6
-17.0,-63.125,2023,311,11.75
-17.0,-62.5,2023,311,11.51
-16.5,-63.75,2023,311,12.15
-16.5,-63.125,2023,311,12.12
-16.5,-62.5,2023,311,11.7
-18.5,-63.75,2023,312,10.99
-18.5,-63.125,2023,312,11.65
-18.5,-62.5,2023,312,12.23
-18.0,-63.75,2023,312,11.42
-18.0,-63.125,2023,312,11.91
-18.0,-62.5,2023,312,12.37
-17.5,-63.75,2023,312,11.72
-17.5,-63.125,2023,312,12.17
-17.5,-62.5,2023,312,12.32
-17.0,-63.75,2023,312,12.13
-17.0,-63.125,2023,312,12.45
-17.0,-62.5,2023,312,12.29
-16.5,-63.75,2023,312,12.62
-16.5,-63.125,2023,312,12.8
-16.5,-62.5,2023,312,12.63
-18.5,-63.75,2023,313,11.7
-18.5,-63.125,2023,313,12.18
-18.5,-62.5,2023,313,12.84
-18.0,-63.75,2023,313,12.46
-18.0,-63.125,2023,313,12.64
-18.0,-62.5,2023,313,13.12
-17.5,-63.75,2023,313,12.9
-17.5,-63.125,2023,313,12.99
-17.5,-62.5,2023,313,13.21
-17.0,-63.75,2023,313,13.1
-17.0,-63.125,2023,313,13.29
-17.0,-62.5,2023,313,13.27
-16.5,-63.75,2023,313,13.59
-16.5,-63.125,2023,313,13.66
-16.5,-62.5,2023,313,13.52
-18.5,-63.75,2023,314,12.5
-18.5,-63.125,2023,314,12.9
-18.5,-62.5,2023,314,13.15
-18.0,-63.75,2023,314,12.9
-18.0,-63.125,2023,314,13.1
-18.0,-62.5,2023,314,13.3
-17.5,-63.75,2023,314,13.14
-17.5,-63.125,2023,314,13.26
-17.5,-62.5,2023,314,13.29
-17.0,-63.75,2023,314,13.36
-17.0,-63.125,2023,314,13.45
-17.0,-62.5,2023,314,13.36
-16.5,-63.75,2023,314,13.68
-16.5,-63.125,2023,314,13.71
-16.5,-62.5,2023,314,13.61
-18.5,-63.75,2023,315,12.2
-18.5,-63.125,2023,315,12.53
-18.5,-62.5,2023,315,12.69
-18.0,-63.75,2023,315,12.52
-18.0,-63.125,2023,315,12.65
-18.0,-62.5,2023,315,12.78
-17.5,-63.75,2023,315,12.64
-17.5,-63.125,2023,315,12.74
-17.5,-62.5,2023,315,12.68
-17.0,-63.75,2023,315,12.78
-17.0,-63.125,2023,315,12.85
-17.0,-62.5,2023,315,12.63
-16.5,-63.75,2023,315,13.0
-16.5,-63.125,2023,315,13.03
-16.5,-62.5,2023,315,12.79
-18.5,-63.75,2023,316,11.72
-18.5,-63.125,2023,316,12.05
-18.5,-62.5,2023,316,12.48
-18.0,-63.75,2023,316,12.03
-18.0,-63.125,2023,316,12.3
-18.0,-62.5,2023,316,12.71
-17.5,-63.75,2023,316,12.3
-17.5,-63.125,2023,316,12.54
-17.5,-62.5,2023,316,12.79
-17.0,-63.75,2023,316,12.57
-17.0,-63.125,2023,316,12.81
-17.0,-62.5,2023,316,12.87
-16.5,-63.75,2023,316,12.93
-16.5,-63.125,2023,316,13.14
-16.5,-62.5,2023,316,13.07
-18.5,-63.75,2023,317,13.56
-18.5,-63.125,2023,317,13.69
-18.5,-62.5,2023,317,13.62
-18.0,-63.75,2023,317,14.02
-18.0,-63.125,2023,317,13.82
-18.0,-62.5,2023,317,13.67
-17.5,-63.75,2023,317,14.15
-17.5,-63.125,2023,317,13.85
-17.5,-62.5,2023,317,13.49
-17.0,-63.75,2023,317,14.06
-17.0,-63.125,2023,317,13.8
-17.0,-62.5,2023,317,13.33
-16.5,-63.75,2023,317,14.12
-16.5,-63.125,2023,317,13.82
-16.5,-62.5,2023,317,13.35
-18.5,-63.75,2023,318,12.72
-18.5,-63.125,2023,318,12.83
-18.5,-62.5,2023,318,12.88
-18.0,-63.75,2023,318,12.99
-18.0,-63.125,2023,318,12.91
-18.0,-62.5,2023,318,12.9
-17.5,-63.75,2023,318,13.09
-17.5,-63.125,2023,318,12.9
-17.5,-62.5,2023,318,12.71
-17.0,-63.75,2023,318,13.08
-17.0,-63.125,2023,318,12.87
-17.0,-62.5,2023,318,12.51
-16.5,-63.75,2023,318,13.1
-16.5,-63.125,2023,318,12.88
-16.5,-62.5,2023,318,12.5
-18.5,-63.75,2023,319,13.01
-18.5,-63.125,2023,319,13.09
-18.5,-62.5,2023,319,13.11
-18.0,-63.75,2023,319,13.41
-18.0,-63.125,2023,319,13.24
-18.0,-62.5,2023,319,13.2
-17.5,-63.75,2023,319,13.5
-17.5,-63.125,2023,319,13.28
-17.5,-62.5,2023,319,13.06
-17.0,-63.75,2023,319,13.55
-17.0,-63.125,2023,319,13.28
-17.0,-62.5,2023,319,12.84
-16.5,-63.75,2023,319,13.61
-16.5,-63.125,2023,319,13.25
-16.5,-62.5,2023,319,12.67
-18.5,-63.75,2023,320,13.95
-18.5,-63.125,2023,320,14.04
-18.5,-62.5,2023,320,13.51
-18.0,-63.75,2023,320,14.24
-18.0,-63.125,2023,320,13.87
-18.0,-62.5,2023,320,13.28
-17.5,-63.75,2023,320,14.09
-17.5,-63.125,2023,320,13.53
-17.5,-62.5,2023,320,12.88
-17.0,-63.75,2023,320,13.82
-17.0,-63.125,2023,320,13.27
-17.0,-62.5,2023,320,12.52
-16.5,-63.75,2023,320,13.64
-16.5,-63.125,2023,320,13.11
-16.5,-62.5,2023,320,12.3
-18.5,-63.75,2023,321,13.22
-18.5,-63.125,2023,321,13.19
-18.5,-62.5,2023,321,13.03
-18.0,-63.75,2023,321,13.2
-18.0,-63.125,2023,321,13.11
-18.0,-62.5,2023,321,12.88
-17.5,-63.75,2023,321,13.08
-17.5,-63.125,2023,321,12.95
-17.5,-62.5,2023,321,12.48
-17.0,-63.75,2023,321,12.9
-17.0,-63.125,2023,321,12.69
-17.0,-62.5,2023,321,12.04
-16.5,-63.75,2023,321,12.74
-16.5,-63.125,2023,321,12.41
-16.5,-62.5,2023,321,11.82
-18.5,-63.75,2023,322,11.66
-18.5,-63.125,2023,322,11.76
-18.5,-62.5,2023,322,11.97
-18.0,-63.75,2023,322,11.98
-18.0,-63.125,2023,322,11.9
-18.0,-62.5,2023,322,12.06
-17.5,-63.75,2023,322,12.05
-17.5,-63.125,2023,322,11.97
-17.5,-62.5,2023,322,11.97
-17.0,-63.75,2023,322,12.08
-17.0,-63.125,2023,322,12.01
-17.0,-62.5,2023,322,11.86
-16.5,-63.75,2023,322,12.19
-16.5,-63.125,2023,322,12.1
-16.5,-62.5,2023,322,11.94
-18.5,-63.75,2023,323,14.56
-18.5,-63.125,2023,323,14.78
-18.5,-62.5,2023,323,14.42
-18.0,-63.75,2023,323,14.01
-18.0,-63.125,2023,323,14.52
-18.0,-62.5,2023,323,14.53
-17.5,-63.75,2023,323,14.7
-17.5,-63.125,2023,323,14.42
-17.5,-62.5,2023,323,13.95
-17.0,-63.75,2023,323,15.04
-17.0,-63.125,2023,323,14.37
-17.0,-62.5,2023,323,13.44
-16.5,-63.75,2023,323,15.12
-16.5,-63.125,2023,323,14.33
-16.5,-62.5,2023,323,13.32
-18.5,-63.75,2023,324,13.81
-18.5,-63.125,2023,324,14.96
-18.5,-62.5,2023,324,15.26
-18.0,-63.75,2023,324,14.49
-18.0,-63.125,2023,324,14.85
-18.0,-62.5,2023,324,15.12
-17.5,-63.75,2023,324,15.16
-17.5,-63.125,2023,324,15.23
-17.5,-62.5,2023,324,15.1
