-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2024 through 10/04/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MDEW     MERRA-2 Dew/Frost Point at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2MDEW
-18.0,-63.125,2024,304,20.64
-18.0,-62.5,2024,304,21.13
-17.5,-63.75,2024,304,20.94
-17.5,-63.125,2024,304,21.47
-17.5,-62.5,2024,304,21.91
-17.0,-63.75,2024,304,22.68
-17.0,-63.125,2024,304,22.07
-17.0,-62.5,2024,304,21.95
-16.5,-63.75,2024,304,22.38
-16.5,-63.125,2024,304,22.32
-16.5,-62.5,2024,304,21.13
-18.5,-63.75,2024,305,16.53
-18.5,-63.125,2024,305,20.85
-18.5,-62.5,2024,305,21.52
-18.0,-63.75,2024,305,18.32
-18.0,-63.125,2024,305,21.46
-18.0,-62.5,2024,305,21.93
-17.5,-63.75,2024,305,21.43
-17.5,-63.125,2024,305,22.59
-17.5,-62.5,2024,305,22.53
-17.0,-63.75,2024,305,22.78
-17.0,-63.125,2024,305,23.21
-17.0,-62.5,2024,305,22.55
-16.5,-63.75,2024,305,23.05
-16.5,-63.125,2024,305,23.12
-16.5,-62.5,2024,305,22.42
-18.5,-63.75,2024,306,17.04
-18.5,-63.125,2024,306,21.53
-18.5,-62.5,2024,306,22.03
-18.0,-63.75,2024,306,18.99
-18.0,-63.125,2024,306,22.05
-18.0,-62.5,2024,306,22.45
-17.5,-63.75,2024,306,22.19
-17.5,-63.125,2024,306,23.15
-17.5,-62.5,2024,306,22.98
-17.0,-63.75,2024,306,23.96
-17.0,-63.125,2024,306,23.94
-17.0,-62.5,2024,306,23.02
-16.5,-63.75,2024,306,24.49
-16.5,-63.125,2024,306,23.83
-16.5,-62.5,2024,306,22.59
-18.5,-63.75,2024,307,17.67
-18.5,-63.125,2024,307,22.21
-18.5,-62.5,2024,307,22.72
-18.0,-63.75,2024,307,19.82
-18.0,-63.125,2024,307,22.65
-18.0,-62.5,2024,307,22.96
-17.5,-63.75,2024,307,23.02
-17.5,-63.125,2024,307,23.41
-17.5,-62.5,2024,307,22.91
-17.0,-63.75,2024,307,24.13
-17.0,-63.125,2024,307,23.59
-17.0,-62.5,2024,307,22.44
-16.5,-63.75,2024,307,24.29
-16.5,-63.125,2024,307,23.06
-16.5,-62.5,2024,307,22.12
-18.5,-63.75,2024,308,17.66
-18.5,-63.125,2024,308,21.88
-18.5,-62.5,2024,308,22.87
-18.0,-63.75,2024,308,19.07
-18.0,-63.125,2024,308,22.38
-18.0,-62.5,2024,308,23.17
-17.5,-63.75,2024,308,22.43
-17.5,-63.125,2024,308,23.21
-17.5,-62.5,2024,308,23.24
-17.0,-63.75,2024,308,23.85
-17.0,-63.125,2024,308,23.61
-17.0,-62.5,2024,308,23.07
-16.5,-63.75,2024,308,24.14
-16.5,-63.125,2024,308,23.57
-16.5,-62.5,2024,308,22.64
-18.5,-63.75,2024,309,17.55
-18.5,-63.125,2024,309,21.24
-18.5,-62.5,2024,309,22.01
-18.0,-63.75,2024,309,19.21
-18.0,-63.125,2024,309,21.68
-18.0,-62.5,2024,309,22.41
-17.5,-63.75,2024,309,21.84
-17.5,-63.125,2024,309,22.54
-17.5,-62.5,2024,309,22.67
-17.0,-63.75,2024,309,22.95
-17.0,-63.125,2024,309,22.73
-17.0,-62.5,2024,309,22.29
-16.5,-63.75,2024,309,22.91
-16.5,-63.125,2024,309,22.22
-16.5,-62.5,2024,309,21.93
-18.5,-63.75,2024,310,18.06
-18.5,-63.125,2024,310,21.32
-18.5,-62.5,2024,310,21.67
-18.0,-63.75,2024,310,19.5
-18.0,-63.125,2024,310,21.61
-18.0,-62.5,2024,310,22.07
-17.5,-63.75,2024,310,22.05
-17.5,-63.125,2024,310,22.49
-17.5,-62.5,2024,310,22.46
-17.0,-63.75,2024,310,23.58
-17.0,-63.125,2024,310,23.13
-17.0,-62.5,2024,310,22.4
-16.5,-63.75,2024,310,23.64
-16.5,-63.125,2024,310,22.48
-16.5,-62.5,2024,310,21.86
-18.5,-63.75,2024,311,16.33
-18.5,-63.125,2024,311,19.82
-18.5,-62.5,2024,311,20.0
-18.0,-63.75,2024,311,17.81
-18.0,-63.125,2024,311,20.4
-18.0,-62.5,2024,311,21.02
-17.5,-63.75,2024,311,20.8
-17.5,-63.125,2024,311,21.69
-17.5,-62.5,2024,311,22.04
-17.0,-63.75,2024,311,22.9
-17.0,-63.125,2024,311,23.2
-17.0,-62.5,2024,311,23.24
-16.5,-63.75,2024,311,24.44
-16.5,-63.125,2024,311,24.13
-16.5,-62.5,2024,311,23.8
-18.5,-63.75,2024,312,16.73
-18.5,-63.125,2024,312,21.23
-18.5,-62.5,2024,312,22.01
-18.0,-63.75,2024,312,18.37
-18.0,-63.125,2024,312,21.7
-18.0,-62.5,2024,312,22.24
-17.5,-63.75,2024,312,22.07
-17.5,-63.125,2024,312,22.88
-17.5,-62.5,2024,312,22.79
-17.0,-63.75,2024,312,23.74
-17.0,-63.125,2024,312,23.76
-17.0,-62.5,2024,312,23.31
-16.5,-63.75,2024,312,24.41
-16.5,-63.125,2024,312,24.06
-16.5,-62.5,2024,312,22.96
-18.5,-63.75,2024,313,15.47
-18.5,-63.125,2024,313,20.22
-18.5,-62.5,2024,313,21.82
-18.0,-63.75,2024,313,16.43
-18.0,-63.125,2024,313,20.39
-18.0,-62.5,2024,313,22.02
-17.5,-63.75,2024,313,19.2
-17.5,-63.125,2024,313,21.34
-17.5,-62.5,2024,313,22.57
-17.0,-63.75,2024,313,22.05
-17.0,-63.125,2024,313,22.65
-17.0,-62.5,2024,313,23.0
-16.5,-63.75,2024,313,23.73
-16.5,-63.125,2024,313,23.41
-16.5,-62.5,2024,313,22.76
-18.5,-63.75,2024,314,15.41
-18.5,-63.125,2024,314,18.71
-18.5,-62.5,2024,314,18.91
-18.0,-63.75,2024,314,16.57
-18.0,-63.125,2024,314,19.18
-18.0,-62.5,2024,314,19.43
-17.5,-63.75,2024,314,19.33
-17.5,-63.125,2024,314,20.06
-17.5,-62.5,2024,314,20.27
-17.0,-63.75,2024,314,21.08
-17.0,-63.125,2024,314,20.98
-17.0,-62.5,2024,314,20.75
-16.5,-63.75,2024,314,22.57
-16.5,-63.125,2024,314,21.4
-16.5,-62.5,2024,314,20.81
-18.5,-63.75,2024,315,14.39
-18.5,-63.125,2024,315,17.86
-18.5,-62.5,2024,315,18.19
-18.0,-63.75,2024,315,16.57
-18.0,-63.125,2024,315,18.77
-18.0,-62.5,2024,315,19.1
-17.5,-63.75,2024,315,19.57
-17.5,-63.125,2024,315,20.0
-17.5,-62.5,2024,315,19.89
-17.0,-63.75,2024,315,21.76
-17.0,-63.125,2024,315,21.03
-17.0,-62.5,2024,315,20.32
-16.5,-63.75,2024,315,23.1
-16.5,-63.125,2024,315,21.7
-16.5,-62.5,2024,315,20.6
-18.5,-63.75,2024,316,17.18
-18.5,-63.125,2024,316,21.6
-18.5,-62.5,2024,316,22.18
-18.0,-63.75,2024,316,19.76
-18.0,-63.125,2024,316,22.39
-18.0,-62.5,2024,316,22.78
-17.5,-63.75,2024,316,22.71
-17.5,-63.125,2024,316,23.29
-17.5,-62.5,2024,316,23.23
-17.0,-63.75,2024,316,23.58
-17.0,-63.125,2024,316,23.56
-17.0,-62.5,2024,316,23.21
-16.5,-63.75,2024,316,24.1
-16.5,-63.125,2024,316,23.6
-16.5,-62.5,2024,316,23.2
-18.5,-63.75,2024,317,12.85
-18.5,-63.125,2024,317,14.89
-18.5,-62.5,2024,317,15.03
-18.0,-63.75,2024,317,14.36
-18.0,-63.125,2024,317,15.89
-18.0,-62.5,2024,317,16.26
-17.5,-63.75,2024,317,17.89
-17.5,-63.125,2024,317,17.42
-17.5,-62.5,2024,317,17.23
-17.0,-63.75,2024,317,18.85
-17.0,-63.125,2024,317,18.31
-17.0,-62.5,2024,317,17.68
-16.5,-63.75,2024,317,19.4
-16.5,-63.125,2024,317,18.67
-16.5,-62.5,2024,317,18.16
-18.5,-63.75,2024,318,7.76
-18.5,-63.125,2024,318,11.66
-18.5,-62.5,2024,318,12.79
-18.0,-63.75,2024,318,9.63
-18.0,-63.125,2024,318,12.53
-18.0,-62.5,2024,318,13.58
-17.5,-63.75,2024,318,12.89
-17.5,-63.125,2024,318,14.14
-17.5,-62.5,2024,318,14.53
-17.0,-63.75,2024,318,14.81
-17.0,-63.125,2024,318,15.35
-17.0,-62.5,2024,318,15.47
-16.5,-63.75,2024,318,15.9
-16.5,-63.125,2024,318,15.51
-16.5,-62.5,2024,318,15.78
-18.5,-63.75,2024,319,10.07
-18.5,-63.125,2024,319,13.78
-18.5,-62.5,2024,319,13.73
-18.0,-63.75,2024,319,12.07
-18.0,-63.125,2024,319,14.34
-18.0,-62.5,2024,319,14.94
-17.5,-63.75,2024,319,14.67
-17.5,-63.125,2024,319,15.7
-17.5,-62.5,2024,319,16.4
-17.0,-63.75,2024,319,17.42
-17.0,-63.125,2024,319,17.32
-17.0,-62.5,2024,319,17.66
-16.5,-63.75,2024,319,18.9
-16.5,-63.125,2024,319,17.67
-16.5,-62.5,2024,319,18.04
-18.5,-63.75,2024,320,12.73
-18.5,-63.125,2024,320,15.72
-18.5,-62.5,2024,320,15.71
-18.0,-63.75,2024,320,14.45
-18.0,-63.125,2024,320,16.59
-18.0,-62.5,2024,320,17.17
-17.5,-63.75,2024,320,16.95
-17.5,-63.125,2024,320,18.05
-17.5,-62.5,2024,320,18.72
-17.0,-63.75,2024,320,19.04
-17.0,-63.125,2024,320,19.5
-17.0,-62.5,2024,320,19.62
-16.5,-63.75,2024,320,20.59
-16.5,-63.125,2024,320,20.01
-16.5,-62.5,2024,320,20.24
-18.5,-63.75,2024,321,15.59
-18.5,-63.125,2024,321,19.1
-18.5,-62.5,2024,321,19.64
-18.0,-63.75,2024,321,17.3
-18.0,-63.125,2024,321,19.72
-18.0,-62.5,2024,321,20.28
-17.5,-63.75,2024,321,19.97
-17.5,-63.125,2024,321,20.87
-17.5,-62.5,2024,321,20.94
-17.0,-63.75,2024,321,21.89
-17.0,-63.125,2024,321,21.6
-17.0,-62.5,2024,321,21.4
-16.5,-63.75,2024,321,22.67
-16.5,-63.125,2024,321,22.0
-16.5,-62.5,2024,321,22.01
-18.5,-63.75,2024,322,15.93
-18.5,-63.125,2024,322,19.76
-18.5,-62.5,2024,322,20.41
-18.0,-63.75,2024,322,18.12
-18.0,-63.125,2024,322,20.58
-18.0,-62.5,2024,322,21.11
-17.5,-63.75,2024,322,20.89
-17.5,-63.125,2024,322,21.63
-17.5,-62.5,2024,322,21.73
-17.0,-63.75,2024,322,22.47
-17.0,-63.125,2024,322,22.18
-17.0,-62.5,2024,322,22.25
-16.5,-63.75,2024,322,23.03
-16.5,-63.125,2024,322,22.57
-16.5,-62.5,2024,322,22.7
-18.5,-63.75,2024,323,16.55
-18.5,-63.125,2024,323,20.31
-18.5,-62.5,2024,323,20.83
-18.0,-63.75,2024,323,18.86
-18.0,-63.125,2024,323,21.09
-18.0,-62.5,2024,323,21.31
-17.5,-63.75,2024,323,22.18
-17.5,-63.125,2024,323,22.27
-17.5,-62.5,2024,323,21.86
-17.0,-63.75,2024,323,23.2
-17.0,-63.125,2024,323,22.37
-17.0,-62.5,2024,323,21.91
-16.5,-63.75,2024,323,23.59
-16.5,-63.125,2024,323,22.42
-16.5,-62.5,2024,323,21.98
-18.5,-63.75,2024,324,17.17
-18.5,-63.125,2024,324,20.73
-18.5,-62.5,2024,324,21.9
-18.0,-63.75,2024,324,17.96
-18.0,-63.125,2024,324,21.31
-18.0,-62.5,2024,324,22.45
-17.5,-63.75,2024,324,20.95
-17.5,-63.125,2024,324,22.13
-17.5,-62.5,2024,324,22.68
-17.0,-63.75,2024,324,22.66
-17.0,-63.125,2024,324,22.72
-17.0,-62.5,2024,324,22.7
-16.5,-63.75,2024,324,23.56
-16.5,-63.125,2024,324,22.93
-16.5,-62.5,2024,324,22.45
-18.5,-63.75,2024,325,16.23
-18.5,-63.125,2024,325,19.71
-18.5,-62.5,2024,325,21.12
-18.0,-63.75,2024,325,17.61
-18.0,-63.125,2024,325,20.08
-18.0,-62.5,2024,325,21.22
-17.5,-63.75,2024,325,20.54
-17.5,-63.125,2024,325,21.12
-17.5,-62.5,2024,325,21.47
